	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
37782	gene_84_contig_155688	gene_79_SAMEA2621151_40	56.803000000000004	463	162	9	15	456	19	464	1.4099999999999997e-166	474.0
37783	gene_84_contig_155688	gene_34_SAMEA2621085_65	58.887	467	160	10	11	458	14	467	2.2699999999999993e-160	458.0
37784	gene_84_contig_155688	gene_18_contig_154566	57.549	457	169	10	17	457	13	460	3.309999999999999e-158	452.0
37785	gene_84_contig_155688	gene_30_SAMEA2619923_17	52.402	458	174	10	15	452	21	454	3.6599999999999995e-143	414.0
37786	gene_84_contig_155688	gene_87_contig_156409	50.763000000000005	459	204	7	17	458	18	471	4.749999999999998e-140	406.0
37883	gene_85_SAMEA2619923_17	gene_15_contig_155688	62.903	62	23	0	4	65	10	71	6.990000000000001e-26	87.0
37982	gene_85_SAMEA2621151_40	gene_28_SAMEA2621085_65	62.865	377	140	0	21	397	8	384	6.2799999999999985e-180	502.0
38005	gene_85_contig_154566	gene_69_SAMEA2621085_65	50.251000000000005	796	376	7	1	792	16	795	0.0	808.0
38006	gene_85_contig_154566	gene_51_contig_155688	51.995	752	318	10	58	785	1	733	0.0	778.0
38328	gene_86_SAMEA2621151_40	gene_25_contig_154566	84.959	492	71	1	3	491	2	493	0.0	885.0
38329	gene_86_SAMEA2621151_40	gene_27_SAMEA2621085_65	82.787	488	83	1	5	491	4	491	0.0	870.0
38331	gene_86_SAMEA2621151_40	gene_94_contig_155688	72.561	492	131	1	4	491	2	493	0.0	775.0
38332	gene_86_SAMEA2621151_40	gene_23_SAMEA2619923_17	66.392	485	162	1	1	484	1	485	0.0	707.0
38333	gene_86_SAMEA2621151_40	gene_80_contig_156409	50.526	475	223	4	3	476	1	464	1.0299999999999996e-170	485.0
38411	gene_86_contig_155688	gene_39_contig_154566	59.701	67	25	1	24	90	8	72	3.7e-23	85.5
38609	gene_87_contig_154566	gene_48_SAMEA2621151_40	98.387	62	1	0	1	62	6	67	1.35e-40	123.0
38610	gene_87_contig_154566	gene_72_SAMEA2621085_65	79.661	59	12	0	1	59	1	59	6.55e-33	103.0
38611	gene_87_contig_154566	gene_64_SAMEA2619923_17	79.661	59	12	0	1	59	1	59	1.81e-31	100.0
38705	gene_87_contig_155688	gene_82_SAMEA2621151_40	51.402	107	50	2	3	108	4	109	4.29e-31	103.0
38759	gene_87_contig_156409	gene_84_contig_155688	50.763000000000005	459	204	7	18	471	17	458	1.6699999999999996e-145	420.0
38762	gene_87_contig_156409	gene_18_contig_154566	50.753	465	202	8	17	470	12	460	1.1299999999999998e-139	405.0
38763	gene_87_contig_156409	gene_30_SAMEA2619923_17	50.321000000000005	467	197	9	13	470	19	459	1.0499999999999996e-137	400.0
38764	gene_87_contig_156409	gene_34_SAMEA2621085_65	51.143	481	195	9	8	471	10	467	7.059999999999998e-134	391.0
39040	gene_88_contig_156409	gene_31_SAMEA2619923_17	72.544	397	90	4	1	381	1	394	0.0	602.0
39041	gene_88_contig_156409	gene_78_SAMEA2621151_40	68.02	394	110	6	1	381	1	391	0.0	558.0
39042	gene_88_contig_156409	gene_35_SAMEA2621085_65	71.99	382	100	4	1	381	1	376	0.0	553.0
39043	gene_88_contig_156409	gene_83_contig_155688	71.916	381	92	4	1	381	1	366	0.0	551.0
39045	gene_88_contig_156409	gene_17_contig_154566	69.531	384	107	6	1	381	1	377	0.0	535.0
39256	gene_89_contig_155688	gene_84_SAMEA2621151_40	68.467	574	141	7	29	592	1	544	0.0	818.0
39257	gene_89_contig_155688	gene_25_SAMEA2619923_17	65.714	595	187	6	1	592	1	581	0.0	811.0
39258	gene_89_contig_155688	gene_29_SAMEA2621085_65	65.152	594	196	3	1	592	1	585	0.0	809.0
39259	gene_89_contig_155688	gene_23_contig_154566	65.541	592	191	5	1	592	1	579	0.0	793.0
39260	gene_89_contig_155688	gene_82_contig_156409	56.882	603	244	7	3	592	4	603	0.0	672.0
39316	gene_89_contig_156409	gene_36_SAMEA2621085_65	53.147	143	63	4	1	141	1	141	3.3299999999999993e-25	90.1
39612	gene_8_contig_154566	gene_44_SAMEA2621085_65	51.693000000000005	443	186	10	314	743	247	674	8.449999999999999e-154	459.0
40205	gene_91_SAMEA2621151_40	gene_22_SAMEA2621085_65	67.513	197	64	0	2	198	18	214	9.249999999999999e-108	305.0
40207	gene_91_SAMEA2621151_40	gene_98_contig_155688	63.415	205	74	1	2	205	19	223	2.1499999999999995e-100	286.0
40209	gene_91_SAMEA2621151_40	gene_30_contig_154566	63.0	200	74	0	2	201	14	213	4.369999999999999e-99	283.0
40210	gene_91_SAMEA2621151_40	gene_19_SAMEA2619923_17	54.0	200	91	1	2	201	28	226	3.8899999999999995e-80	236.0
40236	gene_91_contig_154566	gene_66_SAMEA2621085_65	62.727	110	41	0	1	110	4	113	2.1099999999999995e-48	154.0
40237	gene_91_contig_154566	gene_57_contig_155688	60.909	110	43	0	1	110	1	110	5.769999999999998e-48	153.0
40238	gene_91_contig_154566	gene_51_SAMEA2621151_40	52.727	110	52	0	1	110	1	110	2.42e-38	128.0
40239	gene_91_contig_154566	gene_61_SAMEA2619923_17	52.885	104	48	1	4	106	3	106	3.0799999999999997e-33	114.0
40293	gene_91_contig_155688	gene_14_SAMEA2621085_65	83.333	102	15	2	1	101	1	101	1.3499999999999998e-55	165.0
40294	gene_91_contig_155688	gene_13_contig_156409	80.435	92	18	0	10	101	3	94	5.57e-50	151.0
40448	gene_92_SAMEA2621151_40	gene_21_SAMEA2621085_65	59.523999999999994	84	32	1	1	82	1	84	3.3399999999999996e-32	103.0
40449	gene_92_SAMEA2621151_40	gene_31_contig_154566	51.724	87	36	1	2	82	1	87	2.68e-24	84.0
40454	gene_92_contig_154566	gene_66_SAMEA2621085_65	57.261	241	98	1	1	241	129	364	1.5899999999999999e-103	301.0
40455	gene_92_contig_154566	gene_51_SAMEA2621151_40	52.479	242	109	2	1	241	126	362	2.08e-91	270.0
40674	gene_93_contig_154566	gene_64_SAMEA2621085_65	71.806	227	64	0	1	227	6	232	4.8199999999999995e-133	370.0
40676	gene_93_contig_154566	gene_58_contig_155688	66.22800000000001	228	76	1	1	227	6	233	8.729999999999996e-119	334.0
40677	gene_93_contig_154566	gene_52_SAMEA2621151_40	64.47399999999999	228	76	1	1	228	5	227	2.1699999999999993e-108	307.0
40870	gene_94_SAMEA2621085_65	gene_63_contig_154566	68.824	170	49	2	1	170	1	166	1.0699999999999999e-81	235.0
40872	gene_94_SAMEA2621085_65	gene_24_contig_155688	64.583	144	47	2	25	168	1	140	3.0499999999999997e-61	182.0
40873	gene_94_SAMEA2621085_65	gene_82_SAMEA2619923_17	62.068999999999996	145	51	2	25	168	1	142	1.83e-60	181.0
40874	gene_94_SAMEA2621085_65	gene_41_contig_156409	51.891999999999996	185	69	3	1	168	1	182	1.74e-58	177.0
40925	gene_94_SAMEA2621151_40	gene_19_SAMEA2621085_65	70.242	289	84	2	12	299	19	306	2.699999999999999e-143	404.0
40927	gene_94_SAMEA2621151_40	gene_33_contig_154566	62.145	317	116	4	13	326	2	317	1.5999999999999996e-136	386.0
40928	gene_94_SAMEA2621151_40	gene_100_contig_155688	60.88399999999999	294	115	0	9	302	2	295	1.5799999999999996e-135	384.0
40929	gene_94_SAMEA2621151_40	gene_16_SAMEA2619923_17	57.475	301	123	3	1	299	1	298	2.2099999999999994e-129	369.0
40930	gene_94_SAMEA2621151_40	gene_72_contig_156409	55.34	206	91	1	45	249	2	207	2.3099999999999998e-79	240.0
40945	gene_94_contig_154566	gene_63_SAMEA2621085_65	60.925	389	149	3	1	387	77	464	1.6199999999999995e-175	493.0
40946	gene_94_contig_154566	gene_53_SAMEA2621151_40	61.14	386	148	2	1	385	77	461	3.739999999999998e-174	490.0
40948	gene_94_contig_154566	gene_59_contig_155688	50.128	391	183	3	1	384	77	462	2.5099999999999993e-133	386.0
41011	gene_94_contig_155688	gene_27_SAMEA2621085_65	76.065	493	115	1	1	493	2	491	0.0	808.0
41012	gene_94_contig_155688	gene_86_SAMEA2621151_40	72.561	492	131	1	2	493	4	491	0.0	775.0
41013	gene_94_contig_155688	gene_25_contig_154566	73.32	491	130	1	3	493	4	493	0.0	772.0
41014	gene_94_contig_155688	gene_23_SAMEA2619923_17	71.869	487	136	1	5	490	7	493	0.0	757.0
41016	gene_94_contig_155688	gene_80_contig_156409	51.571999999999996	477	219	4	1	476	1	466	1.1899999999999997e-177	503.0
41205	gene_95_SAMEA2621151_40	gene_17_SAMEA2621085_65	69.658	234	69	1	3	234	2	235	4.189999999999999e-130	363.0
41206	gene_95_SAMEA2621151_40	gene_34_contig_154566	70.982	224	63	1	13	234	12	235	1.8899999999999997e-125	351.0
41208	gene_95_SAMEA2621151_40	gene_102_contig_155688	68.22	236	73	1	1	234	1	236	1.2799999999999999e-121	342.0
41209	gene_95_SAMEA2621151_40	gene_15_SAMEA2619923_17	63.983000000000004	236	83	1	1	234	3	238	1.5199999999999999e-120	339.0
41210	gene_95_SAMEA2621151_40	gene_71_contig_156409	56.846000000000004	241	97	3	1	236	1	239	6.969999999999998e-104	297.0
41223	gene_95_contig_154566	gene_54_SAMEA2621151_40	57.353	204	85	2	1	204	1	202	4.14e-82	239.0
41224	gene_95_contig_154566	gene_62_SAMEA2621085_65	54.63399999999999	205	90	3	1	204	1	203	8.429999999999999e-76	223.0
41225	gene_95_contig_154566	gene_60_contig_155688	50.49	204	97	3	1	204	21	220	2.7899999999999995e-72	214.0
41424	gene_96_SAMEA2621151_40	gene_16_SAMEA2621085_65	71.95100000000001	82	23	0	13	94	3	84	1.97e-39	122.0
41425	gene_96_SAMEA2621151_40	gene_35_contig_154566	67.949	78	25	0	13	90	3	80	4.889999999999999e-37	116.0
41426	gene_96_SAMEA2621151_40	gene_103_contig_155688	53.086000000000006	81	38	0	13	93	3	83	5.249999999999999e-26	88.6
41427	gene_96_SAMEA2621151_40	gene_14_SAMEA2619923_17	56.716	67	29	0	13	79	3	69	1.36e-23	82.4
41438	gene_96_contig_154566	gene_61_contig_155688	60.835	503	191	5	2	499	5	506	0.0	619.0
41439	gene_96_contig_154566	gene_60_SAMEA2621085_65	55.876000000000005	485	212	2	14	496	12	496	0.0	538.0
41441	gene_96_contig_154566	gene_55_SAMEA2619923_17	54.455	505	217	8	2	499	5	503	0.0	527.0
41528	gene_96_contig_156409	gene_43_SAMEA2621085_65	55.943999999999996	143	63	0	3	145	6	148	1.6499999999999998e-62	185.0
41529	gene_96_contig_156409	gene_72_SAMEA2621151_40	57.343	143	61	0	3	145	6	148	2.3999999999999994e-62	184.0
41530	gene_96_contig_156409	gene_42_SAMEA2619923_17	57.746	142	59	1	4	145	7	147	9.23e-62	183.0
41531	gene_96_contig_156409	gene_9_contig_154566	55.63399999999999	142	63	0	4	145	7	148	6.76e-61	181.0
41532	gene_96_contig_156409	gene_74_contig_155688	56.643	143	62	0	3	145	6	148	7.37e-58	173.0
41669	gene_97_SAMEA2621151_40	gene_36_contig_154566	57.143	210	72	6	2	197	25	230	5.699999999999999e-78	229.0
41670	gene_97_SAMEA2621151_40	gene_15_SAMEA2621085_65	50.99	202	83	5	3	191	10	208	2.85e-59	181.0
41684	gene_97_contig_154566	gene_57_SAMEA2621151_40	81.395	86	16	0	1	86	1	86	3.3e-51	151.0
41685	gene_97_contig_154566	gene_58_SAMEA2621085_65	70.27	74	22	0	4	77	1	74	8.09e-37	115.0
41964	gene_98_SAMEA2621151_40	gene_40_contig_154566	77.686	121	25	1	20	138	139	259	2.5399999999999996e-64	193.0
41966	gene_98_SAMEA2621151_40	gene_12_SAMEA2621085_65	84.906	106	14	1	35	138	1	106	8.440000000000001e-59	174.0
41967	gene_98_SAMEA2621151_40	gene_15_contig_156409	85.84899999999999	106	13	1	35	138	1	106	9.84e-59	173.0
41968	gene_98_SAMEA2621151_40	gene_66_contig_155688	77.273	110	21	2	29	138	7	112	3.13e-54	162.0
42020	gene_98_contig_155688	gene_22_SAMEA2621085_65	62.911	213	78	1	4	216	3	214	5.139999999999998e-104	296.0
42021	gene_98_contig_155688	gene_91_SAMEA2621151_40	63.415	205	74	1	19	223	2	205	2.319999999999999e-100	286.0
42023	gene_98_contig_155688	gene_30_contig_154566	60.273999999999994	219	86	1	6	224	1	218	3.4699999999999997e-99	284.0
42024	gene_98_contig_155688	gene_19_SAMEA2619923_17	55.708	219	95	2	1	219	10	226	3.049999999999999e-87	254.0
42647	gene_9_contig_154566	gene_72_SAMEA2621151_40	83.221	149	25	0	1	149	1	149	3.189999999999999e-92	260.0
42649	gene_9_contig_154566	gene_43_SAMEA2621085_65	72.483	149	41	0	1	149	1	149	8.06e-80	229.0
42650	gene_9_contig_154566	gene_42_SAMEA2619923_17	65.101	149	51	1	1	149	1	148	4.7899999999999996e-73	211.0
42651	gene_9_contig_154566	gene_74_contig_155688	65.101	149	52	0	1	149	1	149	2.39e-71	207.0
42652	gene_9_contig_154566	gene_96_contig_156409	55.63399999999999	142	63	0	7	148	4	145	6.9e-61	181.0
