qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	name	start	end	query_contig	subject_contig	subject_start	subject_end
gene_71_contig_156409	gene_15_SAMEA2619923_17	59.583	240	92	3	1	238	3	239	2.689999999999999e-109	311.0	gene_15_SAMEA2619923_17	8368	9090	SAMEA2621085_65	SAMEA2619923_17	8368	9090
gene_95_SAMEA2621151_40	gene_15_SAMEA2619923_17	63.983000000000004	236	83	1	1	234	3	238	1.5199999999999999e-120	339.0	gene_15_SAMEA2619923_17	8368	9090	SAMEA2621085_65	SAMEA2619923_17	8368	9090
gene_17_SAMEA2621085_65	gene_15_SAMEA2619923_17	62.553000000000004	235	88	0	2	236	5	239	2.4699999999999991e-119	336.0	gene_15_SAMEA2619923_17	8368	9090	SAMEA2621085_65	SAMEA2619923_17	8368	9090
gene_103_contig_155688	gene_14_SAMEA2619923_17	52.174	69	33	0	1	69	1	69	1.5e-23	81.6	gene_14_SAMEA2619923_17	8120	8368	SAMEA2621085_65	SAMEA2619923_17	8120	8368
gene_35_contig_154566	gene_14_SAMEA2619923_17	54.321000000000005	81	33	1	1	77	1	81	1.0500000000000002e-26	89.7	gene_14_SAMEA2619923_17	8120	8368	SAMEA2621085_65	SAMEA2619923_17	8120	8368
gene_96_SAMEA2621151_40	gene_14_SAMEA2619923_17	56.716	67	29	0	13	79	3	69	1.36e-23	82.4	gene_14_SAMEA2619923_17	8120	8368	SAMEA2621085_65	SAMEA2619923_17	8120	8368
gene_16_SAMEA2621085_65	gene_14_SAMEA2619923_17	61.765	68	26	0	1	68	1	68	3.21e-28	93.6	gene_14_SAMEA2619923_17	8120	8368	SAMEA2621085_65	SAMEA2619923_17	8120	8368
gene_104_contig_155688	gene_13_SAMEA2619923_17	55.696000000000005	158	61	2	6	163	8	156	4.1799999999999984e-59	179.0	gene_13_SAMEA2619923_17	7523	8110	SAMEA2621085_65	SAMEA2619923_17	7523	8110
gene_36_contig_154566	gene_13_SAMEA2619923_17	57.037	135	55	1	20	154	4	135	3.4899999999999997e-50	159.0	gene_13_SAMEA2619923_17	7523	8110	SAMEA2621085_65	SAMEA2619923_17	7523	8110
gene_15_SAMEA2621085_65	gene_13_SAMEA2619923_17	59.663999999999994	119	46	1	10	128	10	126	1.01e-43	141.0	gene_13_SAMEA2619923_17	7523	8110	SAMEA2621085_65	SAMEA2619923_17	7523	8110
gene_105_contig_155688	gene_11_SAMEA2619923_17	58.586000000000006	99	40	1	901	999	243	340	1.12e-28	114.0	gene_11_SAMEA2619923_17	4505	5554	SAMEA2621085_65	SAMEA2619923_17	4505	5554
gene_37_contig_154566	gene_11_SAMEA2619923_17	60.417	96	37	1	175	270	249	343	1.65e-31	119.0	gene_11_SAMEA2619923_17	4505	5554	SAMEA2621085_65	SAMEA2619923_17	4505	5554
gene_10_SAMEA2621085_65	gene_11_SAMEA2619923_17	59.794	97	38	1	209	305	250	345	2.3e-30	113.0	gene_11_SAMEA2619923_17	4505	5554	SAMEA2621085_65	SAMEA2619923_17	4505	5554
gene_15_contig_155688	gene_85_SAMEA2619923_17	62.903	62	23	0	10	71	4	65	7.18e-26	87.0	gene_85_SAMEA2619923_17	94039	94263	SAMEA2621085_65	SAMEA2619923_17	94039	94263
gene_24_contig_155688	gene_82_SAMEA2619923_17	75.342	146	34	1	1	144	1	146	4.689999999999999e-79	226.0	gene_82_SAMEA2619923_17	91069	91509	SAMEA2621085_65	SAMEA2619923_17	91069	91509
gene_63_contig_154566	gene_82_SAMEA2619923_17	71.831	142	38	1	25	164	1	142	3.679999999999999e-74	215.0	gene_82_SAMEA2619923_17	91069	91509	SAMEA2621085_65	SAMEA2619923_17	91069	91509
gene_41_contig_156409	gene_82_SAMEA2619923_17	58.385	161	47	4	25	183	1	143	8.119999999999999e-60	180.0	gene_82_SAMEA2619923_17	91069	91509	SAMEA2621085_65	SAMEA2619923_17	91069	91509
gene_24_SAMEA2621151_40	gene_82_SAMEA2619923_17	57.419	155	55	2	25	177	1	146	1.43e-61	184.0	gene_82_SAMEA2619923_17	91069	91509	SAMEA2621085_65	SAMEA2619923_17	91069	91509
gene_94_SAMEA2621085_65	gene_82_SAMEA2619923_17	62.068999999999996	145	51	2	25	168	1	142	1.83e-60	181.0	gene_82_SAMEA2619923_17	91069	91509	SAMEA2621085_65	SAMEA2619923_17	91069	91509
gene_33_SAMEA2619923_17	gene_81_contig_155688	59.14	93	37	1	3	94	13	105	1.92e-33	109.0	gene_81_contig_155688	70521	70883	SAMEA2621085_65	SAMEA2619923_17	70521	70883
gene_60_contig_155688	gene_56_SAMEA2619923_17	53.233999999999995	201	87	3	24	220	3	200	1.7599999999999998e-74	220.0	gene_56_SAMEA2619923_17	71667	72269	SAMEA2621085_65	SAMEA2619923_17	71667	72269
gene_18_contig_156409	gene_56_SAMEA2619923_17	54.545	198	86	2	4	197	3	200	1.6199999999999997e-73	217.0	gene_56_SAMEA2619923_17	71667	72269	SAMEA2621085_65	SAMEA2619923_17	71667	72269
gene_62_SAMEA2621085_65	gene_56_SAMEA2619923_17	53.17100000000001	205	84	5	4	203	3	200	5.269999999999999e-72	213.0	gene_56_SAMEA2619923_17	71667	72269	SAMEA2621085_65	SAMEA2619923_17	71667	72269
gene_67_contig_155688	gene_50_SAMEA2619923_17	50.42	119	54	2	4975	5088	5331	5449	7.989999999999999e-30	128.0	gene_50_SAMEA2619923_17	46510	65502	SAMEA2621085_65	SAMEA2619923_17	46510	65502
gene_64_SAMEA2621151_40	gene_50_SAMEA2619923_17	59.292	113	44	1	4895	5005	5337	5449	4.6599999999999995e-36	148.0	gene_50_SAMEA2619923_17	46510	65502	SAMEA2621085_65	SAMEA2619923_17	46510	65502
gene_50_SAMEA2621085_65	gene_50_SAMEA2619923_17	52.756	127	51	2	4946	5070	5330	5449	2.74e-34	142.0	gene_50_SAMEA2619923_17	46510	65502	SAMEA2621085_65	SAMEA2619923_17	46510	65502
gene_74_contig_155688	gene_42_SAMEA2619923_17	59.732	149	59	1	1	149	1	148	9.19e-65	191.0	gene_42_SAMEA2619923_17	36723	37169	SAMEA2621085_65	SAMEA2619923_17	36723	37169
gene_9_contig_154566	gene_42_SAMEA2619923_17	65.101	149	51	1	1	149	1	148	4.7899999999999996e-73	211.0	gene_42_SAMEA2619923_17	36723	37169	SAMEA2621085_65	SAMEA2619923_17	36723	37169
gene_96_contig_156409	gene_42_SAMEA2619923_17	57.746	142	59	1	4	145	7	147	9.23e-62	183.0	gene_42_SAMEA2619923_17	36723	37169	SAMEA2621085_65	SAMEA2619923_17	36723	37169
gene_72_SAMEA2621151_40	gene_42_SAMEA2619923_17	67.11399999999999	149	48	1	1	149	1	148	5.769999999999999e-74	214.0	gene_42_SAMEA2619923_17	36723	37169	SAMEA2621085_65	SAMEA2619923_17	36723	37169
gene_43_SAMEA2621085_65	gene_42_SAMEA2619923_17	71.812	149	41	1	1	149	1	148	1.4199999999999997e-80	231.0	gene_42_SAMEA2619923_17	36723	37169	SAMEA2621085_65	SAMEA2619923_17	36723	37169
gene_76_contig_155688	gene_41_SAMEA2619923_17	66.604	533	160	9	1	528	1	520	0.0	706.0	gene_41_SAMEA2619923_17	35152	36717	SAMEA2621085_65	SAMEA2619923_17	35152	36717
gene_11_contig_154566	gene_41_SAMEA2619923_17	62.791000000000004	559	169	9	1	559	1	520	0.0	673.0	gene_41_SAMEA2619923_17	35152	36717	SAMEA2621085_65	SAMEA2619923_17	35152	36717
gene_74_SAMEA2621151_40	gene_41_SAMEA2619923_17	65.97399999999999	529	171	6	1	528	1	521	0.0	717.0	gene_41_SAMEA2619923_17	35152	36717	SAMEA2621085_65	SAMEA2619923_17	35152	36717
gene_41_SAMEA2621085_65	gene_41_SAMEA2619923_17	71.839	522	145	2	1	521	1	521	0.0	784.0	gene_41_SAMEA2619923_17	35152	36717	SAMEA2621085_65	SAMEA2619923_17	35152	36717
gene_81_contig_155688	gene_33_SAMEA2619923_17	58.696000000000005	92	37	1	13	104	3	93	1.6e-32	107.0	gene_33_SAMEA2619923_17	31037	31411	SAMEA2621085_65	SAMEA2619923_17	31037	31411
gene_83_contig_155688	gene_31_SAMEA2619923_17	75.635	394	68	2	1	366	1	394	0.0	630.0	gene_31_SAMEA2619923_17	29330	30514	SAMEA2621085_65	SAMEA2619923_17	29330	30514
gene_17_contig_154566	gene_31_SAMEA2619923_17	77.215	395	71	5	1	377	1	394	0.0	627.0	gene_31_SAMEA2619923_17	29330	30514	SAMEA2621085_65	SAMEA2619923_17	29330	30514
gene_88_contig_156409	gene_31_SAMEA2619923_17	72.544	397	90	4	1	381	1	394	0.0	602.0	gene_31_SAMEA2619923_17	29330	30514	SAMEA2621085_65	SAMEA2619923_17	29330	30514
gene_78_SAMEA2621151_40	gene_31_SAMEA2619923_17	75.628	398	86	5	1	391	1	394	0.0	632.0	gene_31_SAMEA2619923_17	29330	30514	SAMEA2621085_65	SAMEA2619923_17	29330	30514
gene_35_SAMEA2621085_65	gene_31_SAMEA2619923_17	76.962	395	71	3	1	376	1	394	0.0	637.0	gene_31_SAMEA2619923_17	29330	30514	SAMEA2621085_65	SAMEA2619923_17	29330	30514
gene_84_contig_155688	gene_30_SAMEA2619923_17	52.402	458	174	10	15	452	21	454	3.6599999999999995e-143	414.0	gene_30_SAMEA2619923_17	27914	29293	SAMEA2621085_65	SAMEA2619923_17	27914	29293
gene_18_contig_154566	gene_30_SAMEA2619923_17	54.218999999999994	474	182	9	1	460	7	459	1.8099999999999996e-156	448.0	gene_30_SAMEA2619923_17	27914	29293	SAMEA2621085_65	SAMEA2619923_17	27914	29293
gene_87_contig_156409	gene_30_SAMEA2619923_17	50.321000000000005	467	197	9	13	470	19	459	1.0499999999999996e-137	400.0	gene_30_SAMEA2619923_17	27914	29293	SAMEA2621085_65	SAMEA2619923_17	27914	29293
gene_79_SAMEA2621151_40	gene_30_SAMEA2619923_17	56.36	456	181	8	15	465	17	459	1.5699999999999993e-165	471.0	gene_30_SAMEA2619923_17	27914	29293	SAMEA2621085_65	SAMEA2619923_17	27914	29293
gene_34_SAMEA2621085_65	gene_30_SAMEA2619923_17	55.172	464	176	9	14	466	17	459	9.429999999999996e-163	464.0	gene_30_SAMEA2619923_17	27914	29293	SAMEA2621085_65	SAMEA2619923_17	27914	29293
gene_85_SAMEA2619923_17	gene_15_contig_155688	62.903	62	23	0	4	65	10	71	6.990000000000001e-26	87.0	gene_15_contig_155688	11717	11947	SAMEA2621085_65	SAMEA2619923_17	11717	11947
gene_89_contig_155688	gene_25_SAMEA2619923_17	65.714	595	187	6	1	592	1	581	0.0	811.0	gene_25_SAMEA2619923_17	19266	21014	SAMEA2621085_65	SAMEA2619923_17	19266	21014
gene_23_contig_154566	gene_25_SAMEA2619923_17	65.42399999999999	590	186	7	1	580	1	582	0.0	780.0	gene_25_SAMEA2619923_17	19266	21014	SAMEA2621085_65	SAMEA2619923_17	19266	21014
gene_82_contig_156409	gene_25_SAMEA2619923_17	58.615	592	226	3	4	594	3	576	0.0	725.0	gene_25_SAMEA2619923_17	19266	21014	SAMEA2621085_65	SAMEA2619923_17	19266	21014
gene_84_SAMEA2621151_40	gene_25_SAMEA2619923_17	65.018	566	165	6	1	545	29	582	0.0	758.0	gene_25_SAMEA2619923_17	19266	21014	SAMEA2621085_65	SAMEA2619923_17	19266	21014
gene_29_SAMEA2621085_65	gene_25_SAMEA2619923_17	62.795	594	201	7	1	586	1	582	0.0	764.0	gene_25_SAMEA2619923_17	19266	21014	SAMEA2621085_65	SAMEA2619923_17	19266	21014
gene_94_contig_155688	gene_23_SAMEA2619923_17	71.869	487	136	1	5	490	7	493	0.0	757.0	gene_23_SAMEA2619923_17	16459	17949	SAMEA2621085_65	SAMEA2619923_17	16459	17949
gene_25_contig_154566	gene_23_SAMEA2619923_17	65.64399999999999	489	166	2	5	491	6	494	0.0	693.0	gene_23_SAMEA2619923_17	16459	17949	SAMEA2621085_65	SAMEA2619923_17	16459	17949
gene_80_contig_156409	gene_23_SAMEA2619923_17	50.538000000000004	465	218	4	5	458	7	470	1.629999999999999e-180	510.0	gene_23_SAMEA2619923_17	16459	17949	SAMEA2621085_65	SAMEA2619923_17	16459	17949
gene_86_SAMEA2621151_40	gene_23_SAMEA2619923_17	66.392	485	162	1	1	484	1	485	0.0	707.0	gene_23_SAMEA2619923_17	16459	17949	SAMEA2621085_65	SAMEA2619923_17	16459	17949
gene_27_SAMEA2621085_65	gene_23_SAMEA2619923_17	68.507	489	150	2	6	490	7	495	0.0	723.0	gene_23_SAMEA2619923_17	16459	17949	SAMEA2621085_65	SAMEA2619923_17	16459	17949
gene_98_contig_155688	gene_19_SAMEA2619923_17	55.708	219	95	2	1	219	10	226	3.049999999999999e-87	254.0	gene_19_SAMEA2619923_17	11418	12149	SAMEA2621085_65	SAMEA2619923_17	11418	12149
gene_30_contig_154566	gene_19_SAMEA2619923_17	56.278999999999996	215	93	1	2	216	16	229	3.819999999999999e-88	256.0	gene_19_SAMEA2619923_17	11418	12149	SAMEA2621085_65	SAMEA2619923_17	11418	12149
gene_91_SAMEA2621151_40	gene_19_SAMEA2619923_17	54.0	200	91	1	2	201	28	226	3.8899999999999995e-80	236.0	gene_19_SAMEA2619923_17	11418	12149	SAMEA2621085_65	SAMEA2619923_17	11418	12149
gene_22_SAMEA2621085_65	gene_19_SAMEA2619923_17	56.221000000000004	217	94	1	2	218	12	227	1.5199999999999997e-90	263.0	gene_19_SAMEA2619923_17	11418	12149	SAMEA2621085_65	SAMEA2619923_17	11418	12149
gene_12_contig_154566	gene_39_SAMEA2619923_17	55.681999999999995	88	39	0	7	94	6	93	4.58e-34	109.0	gene_39_SAMEA2619923_17	33194	33475	SAMEA2621085_65	SAMEA2619923_17	33194	33475
gene_39_SAMEA2621085_65	gene_39_SAMEA2619923_17	50.0	88	44	0	7	94	6	93	3.5399999999999997e-28	94.4	gene_39_SAMEA2619923_17	33194	33475	SAMEA2621085_65	SAMEA2619923_17	33194	33475
gene_64_SAMEA2619923_17	gene_87_contig_154566	79.661	59	12	0	1	59	1	59	1.81e-31	100.0	gene_87_contig_154566	80972	81160	SAMEA2621085_65	SAMEA2619923_17	80972	81160
gene_72_SAMEA2621085_65	gene_87_contig_154566	79.661	59	12	0	1	59	1	59	6.45e-33	103.0	gene_87_contig_154566	80972	81160	SAMEA2621085_65	SAMEA2619923_17	80972	81160
gene_48_SAMEA2621151_40	gene_87_contig_154566	98.387	62	1	0	6	67	1	62	1.45e-40	123.0	gene_87_contig_154566	80972	81160	SAMEA2621085_65	SAMEA2619923_17	80972	81160
gene_48_SAMEA2621151_40	gene_87_contig_154566	98.387	62	1	0	6	67	1	62	1.45e-40	123.0	gene_87_contig_154566	80972	81160	SAMEA2621085_65	SAMEA2619923_17	80972	81160
gene_87_contig_154566	gene_64_SAMEA2619923_17	79.661	59	12	0	1	59	1	59	1.81e-31	100.0	gene_64_SAMEA2619923_17	77359	77547	SAMEA2621085_65	SAMEA2619923_17	77359	77547
gene_48_SAMEA2621151_40	gene_64_SAMEA2619923_17	79.661	59	12	0	6	64	1	59	3.14e-31	99.8	gene_64_SAMEA2619923_17	77359	77547	SAMEA2621085_65	SAMEA2619923_17	77359	77547
gene_72_SAMEA2621085_65	gene_64_SAMEA2619923_17	72.131	61	17	0	1	61	1	61	2.6399999999999998e-31	99.8	gene_64_SAMEA2619923_17	77359	77547	SAMEA2621085_65	SAMEA2619923_17	77359	77547
gene_91_contig_154566	gene_61_SAMEA2619923_17	52.885	104	48	1	4	106	3	106	3.0799999999999997e-33	114.0	gene_61_SAMEA2619923_17	74981	76087	SAMEA2621085_65	SAMEA2619923_17	74981	76087
gene_96_contig_154566	gene_55_SAMEA2619923_17	54.455	505	217	8	2	499	5	503	0.0	527.0	gene_55_SAMEA2619923_17	70125	71636	SAMEA2621085_65	SAMEA2619923_17	70125	71636
gene_23_SAMEA2619923_17	gene_80_contig_156409	50.323	465	219	4	7	470	5	458	1.5499999999999994e-177	503.0	gene_80_contig_156409	77201	78601	SAMEA2621085_65	SAMEA2619923_17	77201	78601
gene_86_SAMEA2621151_40	gene_80_contig_156409	50.526	475	223	4	3	476	1	464	1.0299999999999996e-170	485.0	gene_80_contig_156409	77201	78601	SAMEA2621085_65	SAMEA2619923_17	77201	78601
gene_56_SAMEA2619923_17	gene_18_contig_156409	54.545	198	86	2	3	200	4	197	1.6499999999999997e-73	217.0	gene_18_contig_156409	20273	20866	SAMEA2621085_65	SAMEA2619923_17	20273	20866
gene_62_SAMEA2621085_65	gene_18_contig_156409	52.708999999999996	203	90	4	1	203	1	197	3.979999999999999e-75	221.0	gene_18_contig_156409	20273	20866	SAMEA2621085_65	SAMEA2619923_17	20273	20866
gene_54_SAMEA2621151_40	gene_18_contig_156409	50.99	202	94	3	1	202	1	197	2.8699999999999993e-74	219.0	gene_18_contig_156409	20273	20866	SAMEA2621085_65	SAMEA2619923_17	20273	20866
gene_100_contig_155688	gene_19_SAMEA2621085_65	60.0	290	113	3	5	293	20	307	4.4099999999999995e-120	344.0	gene_19_SAMEA2621085_65	9905	10879	SAMEA2621085_65	SAMEA2619923_17	9905	10879
gene_33_contig_154566	gene_19_SAMEA2621085_65	74.39399999999999	289	73	1	2	290	20	307	7.669999999999998e-157	438.0	gene_19_SAMEA2621085_65	9905	10879	SAMEA2621085_65	SAMEA2619923_17	9905	10879
gene_72_contig_156409	gene_19_SAMEA2621085_65	50.22	227	104	5	15	234	65	289	2.3899999999999995e-74	227.0	gene_19_SAMEA2621085_65	9905	10879	SAMEA2621085_65	SAMEA2619923_17	9905	10879
gene_94_SAMEA2621151_40	gene_19_SAMEA2621085_65	70.242	289	84	2	12	299	19	306	2.699999999999999e-143	404.0	gene_19_SAMEA2621085_65	9905	10879	SAMEA2621085_65	SAMEA2619923_17	9905	10879
gene_16_SAMEA2619923_17	gene_19_SAMEA2621085_65	60.727	275	106	2	18	291	23	296	3.499999999999999e-117	338.0	gene_19_SAMEA2621085_65	9905	10879	SAMEA2621085_65	SAMEA2619923_17	9905	10879
gene_102_contig_155688	gene_17_SAMEA2621085_65	73.932	234	61	0	5	238	4	237	4.8599999999999995e-132	368.0	gene_17_SAMEA2621085_65	8969	9682	SAMEA2621085_65	SAMEA2619923_17	8969	9682
gene_34_contig_154566	gene_17_SAMEA2621085_65	67.51100000000001	237	77	0	1	237	1	237	1.0999999999999998e-128	359.0	gene_17_SAMEA2621085_65	8969	9682	SAMEA2621085_65	SAMEA2619923_17	8969	9682
gene_71_contig_156409	gene_17_SAMEA2621085_65	54.393	239	104	3	2	238	1	236	1.0199999999999998e-98	284.0	gene_17_SAMEA2621085_65	8969	9682	SAMEA2621085_65	SAMEA2619923_17	8969	9682
gene_95_SAMEA2621151_40	gene_17_SAMEA2621085_65	69.658	234	69	1	3	234	2	235	4.189999999999999e-130	363.0	gene_17_SAMEA2621085_65	8969	9682	SAMEA2621085_65	SAMEA2619923_17	8969	9682
gene_15_SAMEA2619923_17	gene_17_SAMEA2621085_65	62.553000000000004	235	88	0	5	239	2	236	2.4999999999999994e-119	336.0	gene_17_SAMEA2621085_65	8969	9682	SAMEA2621085_65	SAMEA2619923_17	8969	9682
gene_103_contig_155688	gene_16_SAMEA2621085_65	56.626999999999995	83	36	0	1	83	1	83	1.05e-28	94.7	gene_16_SAMEA2621085_65	8711	8968	SAMEA2621085_65	SAMEA2619923_17	8711	8968
gene_35_contig_154566	gene_16_SAMEA2621085_65	68.235	85	27	0	1	85	1	85	3.26e-41	126.0	gene_16_SAMEA2621085_65	8711	8968	SAMEA2621085_65	SAMEA2619923_17	8711	8968
gene_96_SAMEA2621151_40	gene_16_SAMEA2621085_65	71.95100000000001	82	23	0	13	94	3	84	1.97e-39	122.0	gene_16_SAMEA2621085_65	8711	8968	SAMEA2621085_65	SAMEA2619923_17	8711	8968
gene_14_SAMEA2619923_17	gene_16_SAMEA2621085_65	61.765	68	26	0	1	68	1	68	3.1e-28	93.6	gene_16_SAMEA2621085_65	8711	8968	SAMEA2621085_65	SAMEA2619923_17	8711	8968
gene_104_contig_155688	gene_15_SAMEA2621085_65	58.475	118	47	1	9	124	11	128	5.709999999999999e-44	141.0	gene_15_SAMEA2621085_65	8067	8699	SAMEA2621085_65	SAMEA2619923_17	8067	8699
gene_97_SAMEA2621151_40	gene_15_SAMEA2621085_65	50.99	202	83	5	3	191	10	208	2.85e-59	181.0	gene_15_SAMEA2621085_65	8067	8699	SAMEA2621085_65	SAMEA2619923_17	8067	8699
gene_13_SAMEA2619923_17	gene_15_SAMEA2621085_65	59.663999999999994	119	46	1	10	126	10	128	9.38e-44	141.0	gene_15_SAMEA2621085_65	8067	8699	SAMEA2621085_65	SAMEA2619923_17	8067	8699
gene_105_contig_155688	gene_10_SAMEA2621085_65	69.149	94	29	0	906	999	207	300	3.33e-36	135.0	gene_10_SAMEA2621085_65	5160	6077	SAMEA2621085_65	SAMEA2619923_17	5160	6077
gene_37_contig_154566	gene_10_SAMEA2621085_65	66.316	95	32	0	176	270	209	303	1.15e-35	129.0	gene_10_SAMEA2621085_65	5160	6077	SAMEA2621085_65	SAMEA2619923_17	5160	6077
gene_100_SAMEA2621151_40	gene_10_SAMEA2621085_65	62.222	135	47	1	89	219	171	305	2.32e-50	162.0	gene_10_SAMEA2621085_65	5160	6077	SAMEA2621085_65	SAMEA2619923_17	5160	6077
gene_11_SAMEA2619923_17	gene_10_SAMEA2621085_65	59.794	97	38	1	250	345	209	305	2.64e-30	113.0	gene_10_SAMEA2621085_65	5160	6077	SAMEA2621085_65	SAMEA2619923_17	5160	6077
gene_16_contig_155688	gene_81_SAMEA2621085_65	54.46	213	80	6	7	207	18	225	4.879999999999999e-69	207.0	gene_81_SAMEA2621085_65	85848	86525	SAMEA2621085_65	SAMEA2619923_17	85848	86525
gene_34_SAMEA2621151_40	gene_81_SAMEA2621085_65	61.333	225	82	2	24	244	2	225	9.509999999999999e-87	253.0	gene_81_SAMEA2621085_65	85848	86525	SAMEA2621085_65	SAMEA2619923_17	85848	86525
gene_24_contig_155688	gene_94_SAMEA2621085_65	64.583	144	47	2	1	140	25	168	2.5899999999999998e-61	182.0	gene_94_SAMEA2621085_65	97474	97986	SAMEA2621085_65	SAMEA2619923_17	97474	97986
gene_63_contig_154566	gene_94_SAMEA2621085_65	68.824	170	49	2	1	166	1	170	1.04e-81	235.0	gene_94_SAMEA2621085_65	97474	97986	SAMEA2621085_65	SAMEA2619923_17	97474	97986
gene_41_contig_156409	gene_94_SAMEA2621085_65	51.891999999999996	185	69	3	1	182	1	168	1.9299999999999997e-58	177.0	gene_94_SAMEA2621085_65	97474	97986	SAMEA2621085_65	SAMEA2619923_17	97474	97986
gene_82_SAMEA2619923_17	gene_94_SAMEA2621085_65	62.068999999999996	145	51	2	1	142	25	168	1.57e-60	181.0	gene_94_SAMEA2621085_65	97474	97986	SAMEA2621085_65	SAMEA2619923_17	97474	97986
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_53_SAMEA2621085_65	gene_54_SAMEA2621085_65	58.946999999999996	95	38	1	443	536	250	344	7.31e-19	87.4	gene_54_SAMEA2621085_65	62504	65035	SAMEA2621085_65	SAMEA2619923_17	62504	65035
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_54_SAMEA2621085_65	gene_53_SAMEA2621085_65	58.946999999999996	95	38	1	250	344	443	536	7.940000000000001e-19	87.4	gene_53_SAMEA2621085_65	60089	62500	SAMEA2621085_65	SAMEA2619923_17	60089	62500
gene_57_contig_155688	gene_66_SAMEA2621085_65	55.125	361	160	2	1	360	4	363	5.399999999999998e-155	436.0	gene_66_SAMEA2621085_65	74105	75208	SAMEA2621085_65	SAMEA2619923_17	74105	75208
gene_91_contig_154566	gene_66_SAMEA2621085_65	62.727	110	41	0	1	110	4	113	2.1099999999999995e-48	154.0	gene_66_SAMEA2621085_65	74105	75208	SAMEA2621085_65	SAMEA2619923_17	74105	75208
gene_92_contig_154566	gene_66_SAMEA2621085_65	57.261	241	98	1	1	241	129	364	1.5899999999999999e-103	301.0	gene_66_SAMEA2621085_65	74105	75208	SAMEA2621085_65	SAMEA2619923_17	74105	75208
gene_51_SAMEA2621151_40	gene_66_SAMEA2621085_65	55.342	365	162	1	1	365	4	367	1.1099999999999997e-164	461.0	gene_66_SAMEA2621085_65	74105	75208	SAMEA2621085_65	SAMEA2619923_17	74105	75208
gene_58_contig_155688	gene_64_SAMEA2621085_65	68.24	233	73	1	1	233	1	232	5.679999999999999e-122	342.0	gene_64_SAMEA2621085_65	73247	73945	SAMEA2621085_65	SAMEA2619923_17	73247	73945
gene_93_contig_154566	gene_64_SAMEA2621085_65	71.806	227	64	0	1	227	6	232	4.8199999999999995e-133	370.0	gene_64_SAMEA2621085_65	73247	73945	SAMEA2621085_65	SAMEA2619923_17	73247	73945
gene_20_contig_156409	gene_64_SAMEA2621085_65	50.655	229	110	2	2	229	3	229	3.2699999999999998e-75	223.0	gene_64_SAMEA2621085_65	73247	73945	SAMEA2621085_65	SAMEA2619923_17	73247	73945
gene_52_SAMEA2621151_40	gene_64_SAMEA2621085_65	65.471	223	72	1	7	224	8	230	1.7399999999999997e-109	310.0	gene_64_SAMEA2621085_65	73247	73945	SAMEA2621085_65	SAMEA2619923_17	73247	73945
gene_59_SAMEA2619923_17	gene_64_SAMEA2621085_65	55.505	218	96	1	2	219	16	232	1.7699999999999993e-83	244.0	gene_64_SAMEA2621085_65	73247	73945	SAMEA2621085_65	SAMEA2619923_17	73247	73945
