	start1	end1	start2	end2
24098	1	76	1	76
24099	2	73	3	74
24100	3	74	5	76
24101	1	76	4	79
24102	1	71	3	73
24103	1	73	1	72
24104	8	72	1	66
24105	2	71	7	77
24106	27	52	96	121
24107	53	71	64	82
24108	18	55	90	125
24109	17	76	57	122
24110	35	72	10	47
24111	53	71	76	94
24112	26	63	263	300
24113	30	58	1950	1973
24114	1	117	1	117
24115	1	116	1	117
24116	1	32	1	33
24117	1	20	1	20
24118	1	40	1	39
24119	1	34	1	38
24120	1	53	1	53
24121	1	11	1	11
24122	19	82	19	74
24123	24	62	589	627
24124	41	78	3	41
24125	18	80	119	172
24126	47	82	2605	2641
24127	30	86	30	92
24128	68	91	25	48
24129	27	69	3	42
24130	1	38	1	38
24131	30	88	36	91
24132	96	117	457	478
24133	68	91	24	47
24134	69	85	178	194
24135	13	33	647	662
24136	28	97	33	97
24137	38	67	34	64
24138	1	117	1	117
24139	1	117	1	114
24140	7	117	7	115
24141	1	117	1	114
24142	10	116	1	104
24143	8	117	8	115
24144	1	116	1	114
24145	13	87	65	136
24146	41	64	18	41
24147	1	51	1	51
24148	1	50	1	50
24149	28	51	88	111
24150	31	48	150	167
24151	1	53	1	53
24152	1	53	2	51
24153	2	53	3	75
24154	15	53	60	98
24155	2	53	6	78
24156	2	44	3	51
24157	26	39	19	32
24158	26	39	25	38
24159	26	39	25	38
24160	2	22	3	23
24161	27	39	41	53
24162	2	53	6	55
24163	1	14	1	14
24164	2	39	3	42
24165	18	50	489	521
24166	2	11	6	15
24167	2	14	3	15
24168	1	12	1	12
24169	2	20	5	23
24170	1	762	1	762
24171	2	667	1	698
24172	5	498	3	496
24173	2	442	1	481
24174	5	365	6	428
24175	520	618	411	508
24176	450	546	458	560
24177	5	283	3	308
24178	554	618	1034	1100
24179	507	535	751	779
24180	473	501	1394	1422
24181	403	447	340	384
24182	613	667	427	479
24183	564	625	221	282
24184	481	641	1193	1359
24185	473	501	1032	1060
24186	690	761	936	1010
24187	512	542	657	687
24188	585	689	431	516
24189	673	761	2719	2809
24190	466	500	861	892
24191	671	761	467	559
24192	694	761	1353	1420
24193	453	500	1121	1169
24194	588	706	720	825
24195	421	501	2563	2667
24196	466	500	371	402
24197	512	545	432	465
24198	304	343	456	495
24199	534	622	801	887
24200	678	738	676	734
24201	1	115	1	115
24202	1	115	1	114
24203	1	115	1	114
24204	10	114	1	104
24205	1	115	1	115
24206	8	115	8	117
24207	7	115	7	115
24208	4	30	181	207
24209	18	114	17	112
24210	24	111	3	92
24211	68	89	58	79
24212	36	55	89	108
24213	2	17	35	50
24214	15	35	564	584
24215	1	53	1	53
24216	5	44	5	44
24217	17	53	84	122
24218	17	52	47	82
24219	21	35	54	68
24220	5	53	27	74
24221	1	228	1	228
24222	7	227	8	233
24223	7	224	8	230
24224	5	227	1	228
24225	7	224	8	231
24226	15	228	2	221
24227	7	222	6	228
24228	7	215	6	221
24229	7	215	6	221
24230	7	220	4	229
24231	7	220	6	231
24232	5	220	3	232
24233	7	215	6	227
24234	7	215	5	225
24235	4	215	2	226
24236	7	215	4	220
24237	7	214	3	222
24238	7	215	4	219
24239	7	215	4	226
24240	39	213	40	236
24241	7	211	4	232
24242	39	211	34	225
24243	8	211	6	232
24244	21	208	23	225
24245	7	211	8	234
24246	142	167	89	114
24247	112	142	1	31
24248	47	75	5250	5286
24249	1	369	1	369
24250	53	240	1	178
24251	50	244	6	188
24252	58	250	2	185
24253	56	278	43	256
24254	88	236	1	150
24255	296	353	1218	1283
24256	216	283	23	86
24257	33	87	128	183
24258	315	359	37	81
24259	241	326	736	819
24260	42	74	51	86
24261	201	229	361	389
24262	1	304	1	304
24263	1	304	1	303
24264	1	304	1	303
24265	1	304	4	306
24266	1	304	1	300
24267	1	304	1	301
24268	1	304	1	303
24269	1	304	1	301
24270	1	304	1	301
24271	1	303	4	303
24272	3	204	6	210
24273	2	275	1	271
24274	5	199	5	204
24275	14	221	14	217
24276	3	282	32	307
24277	2	219	7	222
24278	35	303	27	279
24279	2	274	4	266
24280	2	254	7	233
24281	2	284	4	276
24282	2	203	4	195
24283	2	204	6	199
24284	43	204	17	167
24285	2	204	19	218
24286	83	128	208	249
24287	23	54	141	172
24288	97	125	54	79
24289	104	164	489	551
24290	175	265	49	129
24291	229	258	687	725
24292	5	31	12	39
24293	62	115	93	145
24294	209	238	376	404
24295	218	242	923	947
24296	82	142	45	109
24297	200	300	308	422
24298	1	429	1	429
24299	21	429	5	421
24300	27	429	10	413
24301	23	429	1	407
24302	23	429	1	404
24303	23	417	1	398
24304	23	429	1	412
24305	23	408	19	410
24306	23	429	1	419
24307	23	429	4	414
24308	23	428	14	424
24309	14	385	13	389
24310	158	256	147	241
24311	102	402	75	372
24312	102	233	74	212
24313	102	399	74	376
24314	163	217	170	227
24315	199	376	183	368
24316	338	366	1611	1639
24317	305	409	289	389
24318	324	408	316	421
24319	102	215	79	188
24320	406	428	28	51
24321	308	359	19	70
24322	254	292	349	381
24323	1	94	1	94
24324	2	85	1	89
24325	32	86	5	65
24326	66	86	96	116
24327	40	77	303	336
24328	1	58	1	58
24329	16	54	5073	5109
24330	38	45	230	237
24331	5	52	9	50
24332	24	43	814	833
24333	17	42	50	78
24334	5	45	38	81
24335	33	54	252	273
24336	35	53	69	87
24337	40	53	1459	1472
24338	1	87	1	87
24339	43	67	11	45
24340	36	47	30	41
24341	30	48	314	332
24342	28	63	53	88
24343	1	77	1	77
24344	12	77	7	76
24345	28	44	3	19
24346	24	46	35	53
24347	21	74	141	195
24348	2	74	528	608
24349	27	46	77	96
24350	1	18	64	81
24351	22	65	39	83
24352	22	38	88	104
24353	24	42	73	91
24354	33	63	642	671
24355	22	32	89	99
24356	1	304	1	304
24357	17	304	8	287
24358	11	304	2	285
24359	11	304	2	289
24360	17	303	4	287
24361	17	295	9	291
24362	17	295	4	282
24363	17	295	8	287
24364	17	304	22	306
24365	17	293	4	280
24366	13	293	7	288
24367	17	303	3	281
24368	19	297	27	316
24369	18	294	32	314
24370	18	286	33	307
24371	18	292	13	300
24372	18	294	12	297
24373	18	293	34	324
24374	18	294	39	334
24375	25	223	18	186
24376	29	294	19	272
24377	30	293	16	285
24378	21	278	18	259
24379	21	275	6	237
24380	21	213	13	175
24381	172	294	72	210
24382	246	299	41	99
24383	256	294	50	91
24384	258	298	52	99
24385	181	278	47	141
24386	32	55	51	81
24387	50	79	62	91
24388	241	276	114	150
24389	270	293	9	32
24390	5	41	88	124
24391	142	162	153	174
24392	34	90	63	122
24393	21	67	4764	4810
24394	1	254	1	254
24395	101	189	1295	1376
24396	160	251	69	153
24397	7	41	204	238
24398	1	193	1	193
24399	66	123	516	574
24400	116	172	219	274
24401	1	104	1	104
24402	24	69	52	99
24403	37	90	159	213
24404	24	54	54	86
24405	48	80	5	37
24406	8	31	593	619
24407	4	23	5282	5301
24408	7	27	147	169
24409	14	63	1	47
24410	50	87	18	43
24411	4	29	7	29
24412	15	38	443	466
24413	1	139	1	139
24414	51	127	17	93
24415	33	127	106	195
24416	51	126	33	108
24417	51	131	7	88
24418	48	126	14	96
24419	61	132	27	98
24420	61	129	19	88
24421	61	127	36	102
24422	61	126	52	119
24423	57	116	89	148
24424	58	131	34	110
24425	39	71	448	478
24426	110	126	35	51
24427	110	126	38	54
24428	109	134	62	87
24429	72	99	2532	2559
24430	93	135	6	48
24431	28	95	21	96
24432	110	126	35	51
24433	57	80	35	58
24434	85	119	233	274
24435	63	107	6	46
24436	81	111	903	931
24437	47	109	3	65
24438	104	120	2	18
24439	1	207	1	207
24440	1	207	7	211
24441	1	207	6	214
24442	1	207	1	209
24443	1	207	1	207
24444	1	207	6	213
24445	1	200	1	203
24446	31	76	9	54
24447	31	75	7	51
24448	31	75	13	57
24449	31	190	68	219
24450	30	75	20	65
24451	31	181	76	219
24452	31	75	8	52
24453	30	186	64	213
24454	26	75	5	54
24455	30	75	8	53
24456	30	186	63	211
24457	26	75	6	55
24458	28	190	63	219
24459	30	76	8	54
24460	36	75	2	41
24461	30	79	74	121
24462	30	75	19	64
24463	43	142	2	81
24464	72	111	346	384
24465	39	190	2	145
24466	109	130	62	83
24467	47	108	327	382
24468	6	43	105	135
24469	58	110	737	800
24470	31	41	26	36
24471	31	39	33	41
24472	31	44	22	35
24473	164	182	48	66
24474	93	122	9	38
24475	31	45	20	34
24476	126	175	23	76
24477	166	192	5	31
24478	103	143	41	82
24479	35	56	95	116
24480	1	64	1	64
24481	13	47	2212	2246
24482	2	24	132	154
24483	11	30	1021	1040
24484	32	56	16	40
24485	8	25	150	167
24486	5	26	104	125
24487	9	46	25	62
24488	1	91	1	91
24489	25	66	192	230
24490	31	59	178	209
24491	39	70	63	98
24492	12	73	787	844
24493	3	35	133	160
24494	29	89	135	192
24495	48	72	10	34
24496	1	89	1	89
24497	7	66	1	49
24498	8	88	3	73
24499	21	89	246	301
24500	29	61	9	41
24501	36	54	69	87
24502	14	37	439	467
24503	13	59	278	337
24504	36	57	287	308
24505	10	43	85	118
24506	5	38	49	94
24507	2	23	502	523
24508	50	71	3	25
24509	28	54	24	49
24510	72	83	67	78
24511	1	197	1	197
24512	3	197	4	198
24513	2	197	3	198
24514	1	197	2	198
24515	1	197	1	197
24516	1	197	1	197
24517	1	197	1	197
24518	2	197	3	199
24519	2	197	3	201
24520	2	197	3	202
24521	3	197	6	205
24522	3	186	4	186
24523	3	197	4	197
24524	1	197	1	200
24525	3	197	4	203
24526	3	197	24	220
24527	3	197	4	204
24528	3	197	4	202
24529	4	197	1	198
24530	22	61	61	100
24531	50	106	291	348
24532	144	177	121	155
24533	16	77	543	609
24534	150	182	72	107
24535	44	88	2251	2288
24536	112	179	878	947
24537	1	186	1	186
24538	26	88	165	224
24539	33	138	200	306
24540	42	75	12	45
24541	9	62	225	277
24542	112	167	311	373
24543	105	168	22	80
24544	59	131	178	262
24545	1	43	1	51
24546	1	706	1	706
24547	3	304	4	299
24548	479	541	319	380
24549	14	324	7	315
24550	3	313	6	335
24551	465	579	332	452
24552	1	314	1	283
24553	3	308	5	283
24554	34	358	1	351
24555	533	697	5871	6000
24556	405	696	5945	6258
24557	566	695	4939	5058
24558	334	465	4941	5058
24559	157	209	326	374
24560	568	696	528	635
24561	595	698	484	585
24562	308	445	462	562
24563	657	697	491	531
24564	428	474	493	538
24565	552	645	4	110
24566	480	506	20	46
24567	390	441	3	67
24568	304	323	83	102
24569	351	429	1981	2064
24570	412	452	2121	2161
24571	287	341	4643	4700
24572	618	701	155	245
24573	1	424	1	424
24574	11	424	1	414
24575	14	424	1	419
24576	14	424	19	430
24577	14	409	1	396
24578	10	402	2	390
24579	14	418	1	400
24580	14	424	1	407
24581	15	415	4	411
24582	14	417	1	403
24583	12	424	21	428
24584	109	209	137	233
24585	158	213	151	206
24586	140	205	143	209
24587	152	205	144	199
24588	170	207	170	207
24589	354	373	340	361
24590	169	226	135	191
24591	209	234	177	198
24592	174	205	176	207
24593	90	116	319	345
24594	160	208	367	412
24595	341	385	20	64
24596	246	344	73	178
24597	398	420	455	477
24598	197	251	534	579
24599	382	423	442	487
24600	141	268	63	174
24601	1	139	1	139
24602	10	139	22	151
24603	15	139	19	143
24604	1	112	17	133
24605	41	77	2175	2208
24606	103	126	471	494
24607	65	126	44	101
24608	37	127	304	391
24609	105	139	36	74
24610	58	79	27	48
24611	90	113	47	70
24612	36	62	1529	1548
24613	96	129	112	138
24614	60	92	50	82
24615	92	113	54	75
24616	38	109	19	97
24617	27	76	44	92
24618	88	128	31	71
24619	1	212	1	212
24620	9	65	373	428
24621	119	164	3	50
24622	55	107	21	65
24623	177	209	2433	2471
24624	104	123	930	949
24625	138	193	1243	1296
24626	50	109	366	425
24627	1	803	1	803
24628	3	799	4	819
24629	5	452	16	482
24630	653	684	822	853
24631	3	563	5	555
24632	9	422	28	493
24633	1	278	1	309
24634	26	357	1	381
24635	657	725	471	537
24636	443	536	250	344
24637	646	801	188	346
24638	465	524	1182	1240
24639	530	609	634	711
24640	538	610	358	430
24641	538	608	2348	2422
24642	534	578	1449	1496
24643	518	629	1540	1655
24644	538	608	360	430
24645	543	601	2358	2415
24646	417	446	352	382
24647	647	687	474	514
24648	544	624	891	974
24649	516	593	1830	1905
24650	530	582	82	134
24651	543	584	1162	1203
24652	661	690	563	588
24653	543	577	1261	1295
24654	1	109	1	109
24655	1	102	1	96
24656	63	104	40	74
24657	7	35	349	377
24658	5	79	9	81
24659	58	97	118	162
24660	18	40	97	119
24661	1	52	512	564
24662	21	51	955	985
24663	33	88	733	783
24664	8	65	32	95
24665	1	467	1	467
24666	1	464	1	465
24667	1	461	1	465
24668	1	462	1	464
24669	77	461	1	385
24670	3	460	4	471
24671	6	462	7	484
24672	15	464	37	494
24673	1	464	16	504
24674	24	460	47	503
24675	24	462	47	506
24676	15	460	43	519
24677	19	460	42	505
24678	19	464	43	490
24679	30	466	51	489
24680	19	458	38	479
24681	9	211	36	277
24682	30	462	47	482
24683	27	462	41	516
24684	100	228	134	249
24685	59	76	1	18
24686	68	96	171	193
24687	85	109	161	185
24688	85	108	161	184
24689	342	375	30	63
24690	1	162	1	162
24691	3	141	1	139
24692	3	129	1	131
24693	14	122	5	116
24694	16	107	60	150
24695	88	152	244	313
24696	19	65	94	137
24697	39	87	255	315
24698	65	120	209	255
24699	114	157	1382	1425
24700	29	46	58	75
24701	115	161	677	727
24702	144	162	7	25
24703	1	84	1	84
24704	10	50	31	72
24705	10	72	8	69
24706	10	67	12	68
24707	11	64	26	81
24708	10	67	34	90
24709	10	67	11	67
24710	10	69	2	64
24711	6	72	18	81
24712	6	46	2	46
24713	29	65	3	39
24714	10	71	559	625
24715	60	80	98	118
24716	10	36	293	319
24717	56	80	310	334
24718	52	74	119	141
24719	1	137	1	137
24720	1	133	1	134
24721	1	137	1	138
24722	1	136	1	134
24723	27	47	466	486
24724	67	91	965	990
24725	47	83	90	137
24726	72	105	170	212
24727	85	125	45	85
24728	2	112	24	115
24729	4	67	9	70
24730	75	99	2470	2496
24731	1	217	1	217
24732	1	214	3	219
24733	1	217	1	221
24734	3	217	1	219
24735	4	217	1	219
24736	4	208	1	205
24737	1	195	2	208
24738	128	156	367	400
24739	180	211	79	110
24740	1	62	1	62
24741	11	34	614	637
24742	33	54	173	196
24743	8	57	4	66
24744	10	41	74	104
24745	45	61	2643	2659
24746	7	52	136	188
24747	15	47	675	707
24748	40	62	262	284
24749	13	23	340	350
24750	11	36	2095	2120
24751	16	47	4905	4929
24752	34	46	1410	1422
24753	9	38	127	156
24754	21	34	23	36
24755	8	31	155	178
24756	44	61	42	59
24757	1	64	1	64
24758	22	36	166	180
24759	8	31	18	40
24760	33	51	2184	2202
24761	10	57	10	48
24762	20	32	114	126
24763	4	49	85	133
24764	34	56	581	603
24765	47	62	292	307
24766	1	139	1	139
24767	44	125	376	458
24768	97	130	86	119
24769	110	133	116	139
24770	42	85	687	729
24771	17	32	233	248
24772	44	117	113	182
24773	15	41	13	39
24774	47	78	90	121
24775	30	107	22	94
24776	79	111	4988	5020
24777	10	133	20	156
24778	92	115	131	154
24779	108	138	79	109
24780	41	87	646	690
24781	1	43	1	43
24782	7	30	75	98
24783	8	37	18	60
24784	2	37	90	121
24785	3	42	4149	4190
24786	1	21	24	44
24787	6	20	70	84
24788	11	24	22	35
24789	5	37	49	81
24790	1	127	1	127
24791	57	96	19	66
24792	75	124	382	431
24793	31	85	2	57
24794	41	71	23	53
24795	35	104	63	119
24796	6	63	54	126
24797	35	49	63	77
24798	92	116	515	539
24799	39	123	166	256
24800	76	103	434	473
24801	66	103	1	42
24802	70	94	350	374
24803	63	87	12	36
24804	1	37	334	370
24805	45	65	47	70
24806	1	63	1	63
24807	26	63	161	201
24808	30	55	414	439
24809	11	61	885	947
24810	30	44	287	301
24811	1	164	1	164
24812	6	163	31	194
24813	10	156	5	156
24814	8	162	4	158
24815	28	156	18	146
24816	11	161	6	155
24817	1	145	15	158
24818	1	164	1	179
24819	35	150	32	144
24820	28	67	1426	1467
24821	63	74	57	68
24822	105	124	625	644
24823	60	77	328	345
24824	1	93	1	93
24825	27	72	19	62
24826	26	48	449	471
24827	68	85	604	621
24828	47	79	41	75
24829	45	68	228	251
24830	66	89	87	110
24831	23	70	29	66
24832	22	55	389	426
24833	1	116	1	116
24834	1	116	1	111
24835	42	77	146	179
24836	72	113	322	363
24837	69	115	61	110
24838	48	92	2852	2895
24839	31	76	22	67
24840	30	75	108	157
24841	1	193	1	193
24842	23	176	10	151
24843	45	181	1	139
24844	40	149	4	135
24845	89	115	50	76
24846	137	166	38	67
24847	1	64	1	64
24848	27	61	79	124
24849	34	59	20	51
24850	36	63	44	70
24851	15	36	2554	2575
24852	7	34	548	576
24853	1	40	114	175
24854	16	30	14	28
24855	18	53	156	191
24856	31	49	57	75
24857	1	65	1	65
24858	1	290	1	290
24859	149	193	39	88
24860	142	175	9	42
24861	151	211	350	422
24862	136	181	653	697
24863	196	221	115	140
24864	159	230	5	73
24865	149	211	349	423
24866	162	189	58	85
24867	1	115	1	115
24868	11	31	389	409
24869	48	73	941	966
24870	41	83	369	413
24871	29	84	18	68
24872	41	83	352	396
24873	84	97	280	293
24874	43	102	147	209
24875	40	82	509	552
24876	81	95	3534	3548
24877	1	303	1	303
24878	1	302	1	302
24879	1	298	4	301
24880	1	301	1	303
24881	1	301	1	303
24882	1	301	1	304
24883	1	301	1	303
24884	1	301	4	306
24885	1	301	1	300
24886	1	301	1	301
24887	3	223	2	229
24888	3	248	8	253
24889	2	201	5	210
24890	5	196	5	204
24891	2	209	31	238
24892	20	265	15	242
24893	10	203	10	202
24894	3	243	5	243
24895	3	259	8	253
24896	3	212	5	207
24897	30	203	3	169
24898	3	201	20	218
24899	3	303	5	299
24900	3	203	7	201
24901	215	242	123	150
24902	59	93	197	231
24903	218	291	1851	1921
24904	31	57	7	32
24905	39	73	132	166
24906	124	152	9	39
24907	1	135	1	135
24908	1	11	1	11
24909	3	19	5	21
24910	1	36	1	36
24911	3	18	4	19
24912	1	20	1	20
24913	34	103	14	83
24914	63	96	131	164
24915	1	9	1	9
24916	1	13	1	13
24917	1	28	1	26
24918	42	74	201	232
24919	1	11	1	11
24920	42	69	1728	1755
24921	22	41	477	496
24922	99	125	120	147
24923	1	9	1	9
24924	22	63	1237	1278
24925	95	120	186	210
24926	42	132	1842	1917
24927	96	118	163	185
24928	1	64	1	81
24929	1	500	1	500
24930	4	497	1	496
24931	12	498	11	504
24932	9	498	7	498
24933	7	499	3	534
24934	4	500	1	499
24935	4	497	1	499
24936	13	193	8	183
24937	11	187	5	174
24938	46	128	2	88
24939	325	494	307	459
24940	13	107	12	110
24941	18	96	13	93
24942	409	444	178	213
24943	213	228	29	44
24944	225	305	5187	5266
24945	260	305	74	120
24946	421	477	334	391
24947	47	119	14	81
24948	198	256	140	206
24949	445	470	213	236
24950	1	843	1	843
24951	250	344	443	536
24952	263	332	1173	1240
24953	230	272	1367	1409
24954	19	78	160	223
24955	371	440	131	216
24956	65	135	132	215
24957	332	404	132	209
24958	26	78	91	143
24959	1	128	1	128
24960	365	427	109	185
24961	561	842	921	1173
24962	25	78	154	212
24963	1	128	1	197
24964	384	491	490	598
24965	750	835	732	815
24966	230	272	2554	2596
24967	438	484	348	393
24968	294	485	1283	1489
24969	232	272	1311	1351
24970	1	17	1	17
24971	2	44	3	36
24972	479	566	1458	1545
24973	454	493	1162	1201
24974	1	15	1	15
24975	283	304	1075	1096
24976	690	841	566	721
24977	454	508	1261	1320
24978	178	220	164	206
24979	519	542	1	24
24980	1	14	1	14
24981	437	484	347	395
24982	512	539	23	50
24983	1	135	1	135
24984	1	133	20	143
24985	53	91	36	74
24986	47	75	169	197
24987	6	68	665	713
24988	30	115	206	286
24989	71	121	1351	1401
24990	1	45	1	36
24991	15	86	169	241
24992	30	84	5	51
24993	48	75	161	188
24994	85	130	94	136
24995	47	75	151	179
24996	59	108	124	177
24997	98	132	221	255
24998	20	68	549	600
24999	1	202	1	202
25000	1	202	1	203
25001	1	202	21	220
25002	5	202	1	198
25003	1	202	1	204
25004	1	202	1	197
25005	4	202	3	200
25006	1	202	1	198
25007	1	202	1	199
25008	1	202	1	198
25009	4	202	3	197
25010	4	202	3	197
25011	4	202	3	197
25012	1	202	1	198
25013	4	202	3	197
25014	1	202	1	201
25015	1	202	1	197
25016	1	202	1	202
25017	1	202	3	205
25018	147	171	318	341
25019	152	175	315	337
25020	96	175	283	360
25021	127	175	66	111
25022	77	110	223	256
25023	87	131	597	652
25024	114	167	202	256
25025	68	94	6159	6185
25026	143	183	34	74
25027	9	68	3973	4007
25028	152	174	260	281
25029	1	87	1	87
25030	30	83	182	232
25031	31	79	4	54
25032	7	57	359	409
25033	37	60	586	609
25034	27	45	2768	2787
25035	46	68	37	59
25036	26	63	43	82
25037	13	44	5	36
25038	6	84	256	331
25039	7	67	9	61
25040	14	25	33	44
25041	4	63	155	215
25042	4	49	274	311
25043	6	33	34	61
25044	1	83	1	83
25045	5	81	1	77
25046	10	83	4	77
25047	8	80	2	74
25048	10	26	17	33
25049	7	22	369	384
25050	9	60	28	100
25051	16	59	552	590
25052	20	42	552	574
25053	47	61	397	411
25054	28	82	23	94
25055	34	59	994	1019
25056	47	61	396	410
25057	20	28	4	12
25058	1	273	1	273
25059	42	273	49	278
25060	1	273	1	304
25061	25	271	15	287
25062	2	270	10	302
25063	23	271	27	292
25064	1	271	3	299
25065	43	273	49	304
25066	43	273	49	304
25067	43	273	35	278
25068	43	273	37	280
25069	41	273	71	348
25070	40	273	53	332
25071	7	268	14	315
25072	43	271	62	335
25073	37	268	31	306
25074	13	269	4	306
25075	44	271	56	316
25076	65	268	2	233
25077	65	273	80	319
25078	45	228	44	258
25079	39	268	43	323
25080	25	266	28	313
25081	49	271	47	312
25082	129	162	29	62
25083	95	170	168	232
25084	188	213	49	74
25085	85	104	139	158
25086	61	74	35	48
25087	1	223	1	223
25088	4	223	1	219
25089	4	223	1	220
25090	1	223	1	222
25091	1	206	1	221
25092	17	206	18	224
25093	28	206	29	223
25094	4	206	3	222
25095	28	206	29	225
25096	1	206	3	225
25097	28	206	28	222
25098	81	123	486	526
25099	28	45	8	25
25100	23	180	29	208
25101	134	173	525	569
25102	171	223	371	428
25103	83	121	21	62
25104	65	135	117	190
25105	75	124	284	330
25106	136	169	31	67
25107	1	87	1	87
25108	10	80	1	70
25109	54	85	268	299
25110	21	63	70	112
25111	50	85	616	652
25112	10	21	42	53
25113	60	84	35	59
25114	3	44	902	944
25115	6	43	4568	4602
25116	9	30	177	198
25117	1	93	1	93
25118	23	81	295	354
25119	22	46	24	48
25120	63	77	39	53
25121	24	49	1547	1570
25122	46	74	1921	1949
25123	22	80	1665	1728
25124	63	92	669	698
25125	1	67	1	67
25126	1	56	1	56
25127	1	56	1	56
25128	1	59	1	59
25129	1	56	1	56
25130	1	56	6	61
25131	1	60	1	60
25132	1	56	1	56
25133	12	43	14	45
25134	40	56	190	206
25135	1	349	1	349
25136	6	346	1	341
25137	12	346	1	338
25138	12	345	1	335
25139	25	345	2	311
25140	25	345	2	311
25141	38	348	10	321
25142	37	345	9	315
25143	6	344	1	358
25144	25	349	2	312
25145	25	345	2	312
25146	25	346	2	318
25147	6	347	6	363
25148	6	347	9	361
25149	8	348	7	363
25150	6	347	6	358
25151	6	347	6	359
25152	48	347	38	352
25153	25	343	13	330
25154	70	347	12	285
25155	6	345	3	332
25156	6	347	5	336
25157	35	343	4	309
25158	67	347	5	282
25159	70	343	1	269
25160	150	347	43	238
25161	1	98	1	106
25162	46	79	231	264
25163	281	327	655	706
25164	148	220	76	149
25165	249	278	342	371
25166	130	170	72	114
25167	1	554	1	554
25168	1	151	35	175
25169	1	243	75	316
25170	1	150	88	236
25171	1	153	43	183
25172	1	153	31	174
25173	138	158	60	80
25174	284	367	581	669
25175	16	68	1520	1563
25176	352	440	3	112
25177	339	372	296	329
25178	388	416	71	98
25179	485	519	730	764
25180	509	535	21	47
25181	138	156	77	95
25182	1	276	1	276
25183	120	171	98	152
25184	223	260	174	211
25185	188	221	947	988
25186	172	207	199	233
25187	1	104	1	104
25188	65	104	125	160
25189	71	102	39	70
25190	65	83	3	21
25191	82	101	59	78
25192	12	25	447	460
25193	32	53	155	176
25194	85	104	5	24
25195	1	191	1	191
25196	20	191	6	179
25197	20	191	6	179
25198	20	149	28	163
25199	15	158	1	145
25200	20	134	1	114
25201	32	186	15	176
25202	20	175	9	167
25203	20	133	1	115
25204	54	152	69	169
25205	20	159	15	174
25206	25	151	7	134
25207	23	87	50	119
25208	134	172	84	124
25209	88	137	454	503
25210	29	54	536	562
25211	33	61	157	185
25212	28	51	31	57
25213	96	137	522	563
25214	77	110	81	114
25215	26	72	335	387
25216	71	106	441	478
25217	109	151	39	72
25218	157	169	10	22
25219	40	50	167	177
25220	74	146	233	308
25221	1	432	1	432
25222	2	427	4	429
25223	2	431	4	434
25224	3	429	6	427
25225	2	426	6	426
25226	2	426	3	424
25227	89	432	1	345
25228	171	280	314	423
25229	71	294	58	343
25230	82	201	84	220
25231	82	215	88	260
25232	79	146	79	145
25233	26	47	103	124
25234	80	146	79	144
25235	189	241	34	91
25236	82	146	77	140
25237	66	137	184	261
25238	48	95	209	246
25239	10	43	43	76
25240	297	344	54	98
25241	82	201	79	213
25242	133	210	4	78
25243	1	89	1	89
25244	1	82	1	82
25245	2	89	4	89
25246	2	74	8	80
25247	41	83	21	63
25248	41	83	21	63
25249	41	83	21	63
25250	41	83	21	63
25251	44	83	24	63
25252	41	83	21	63
25253	41	83	21	63
25254	72	86	78	92
25255	1	26	330	355
25256	5	29	497	521
25257	1	207	1	207
25258	100	205	52	159
25259	114	202	8	97
25260	67	157	281	384
25261	16	93	95	171
25262	67	123	270	325
25263	3	120	39	158
25264	4	31	3624	3661
25265	19	69	94	142
25266	85	123	289	330
25267	167	204	142	178
25268	19	46	205	232
25269	117	166	101	141
25270	94	110	76	92
25271	118	133	183	198
25272	48	76	189	215
25273	155	188	256	297
25274	1	107	1	107
25275	18	67	16	70
25276	25	74	12	60
25277	32	53	933	954
25278	72	94	842	864
25279	16	33	20	37
25280	75	91	38	55
25281	8	38	173	203
25282	64	83	203	222
25283	26	43	6	23
25284	24	91	57	130
25285	1	96	1	96
25286	1	96	21	121
25287	1	96	1	101
25288	1	96	1	101
25289	1	96	1	105
25290	1	96	1	99
25291	1	91	1	89
25292	31	44	1499	1512
25293	4	52	1614	1663
25294	58	73	2055	2070
25295	54	91	40	77
25296	46	81	130	159
25297	57	92	2166	2201
25298	18	64	358	406
25299	1	107	1	107
25300	1	82	1	81
25301	5	73	382	447
25302	1	9	1	9
25303	1	34	1	31
25304	1	9	1	9
25305	63	100	46	84
25306	52	93	18	59
25307	1	60	1	50
25308	30	70	66	106
25309	1	11	1	11
25310	1	23	1	28
25311	80	101	245	266
25312	13	77	1	61
25313	1	8	1	8
25314	78	106	404	432
25315	1	61	1	42
25316	1	503	1	503
25317	5	503	2	499
25318	1	500	1	506
25319	5	499	2	498
25320	7	498	9	498
25321	4	498	3	533
25322	6	497	5	499
25323	1	169	2	161
25324	22	95	19	97
25325	22	91	19	90
25326	343	483	362	488
25327	44	132	2	94
25328	343	491	326	456
25329	22	97	23	101
25330	241	258	28	45
25331	90	140	383	421
25332	456	495	304	343
25333	357	385	14	42
25334	144	177	2	35
25335	325	350	3	28
25336	189	237	240	288
25337	374	447	341	413
25338	1	68	1	68
25339	46	60	38	52
25340	31	46	11	26
25341	20	58	5759	5788
25342	49	64	41	56
25343	1	28	1	28
25344	15	30	70	85
25345	37	61	470	494
25346	2	41	19	53
25347	7	32	1433	1458
25348	22	50	174	205
25349	5	21	37	53
25350	1	175	1	175
25351	1	169	1	156
25352	3	114	2	102
25353	1	91	1	82
