	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
26196	gene_57_SAMEA2621151_40	gene_58_SAMEA2621085_65	71.622	74	21	0	4	77	1	74	2.14e-37	117.0
26290	gene_57_contig_155688	gene_66_SAMEA2621085_65	55.125	361	160	2	1	360	4	363	5.4e-155	436.0
26291	gene_57_contig_155688	gene_62_SAMEA2621061_122	54.768	367	159	3	1	361	1	366	4.66e-147	416.0
26292	gene_57_contig_155688	gene_51_SAMEA2621151_40	51.105	362	174	2	1	360	1	361	8.54e-139	395.0
26296	gene_57_contig_155688	gene_91_contig_154566	60.909	110	43	0	1	110	1	110	1.88e-47	153.0
26526	gene_58_SAMEA2621061_122	gene_63_SAMEA2621085_65	60.73	466	178	3	1	465	1	462	0.0	602.0
26527	gene_58_SAMEA2621061_122	gene_53_SAMEA2621151_40	60.73	466	177	3	1	465	1	461	0.0	589.0
26528	gene_58_SAMEA2621061_122	gene_59_contig_155688	50.431	464	228	1	1	464	1	462	0.0	513.0
26529	gene_58_SAMEA2621061_122	gene_94_contig_154566	57.949	390	158	2	77	465	1	385	3.08e-163	462.0
26560	gene_58_SAMEA2621085_65	gene_57_SAMEA2621151_40	71.622	74	21	0	1	74	4	77	2.07e-37	117.0
26561	gene_58_SAMEA2621085_65	gene_97_contig_154566	70.27	74	22	0	1	74	4	77	7.81e-37	115.0
26564	gene_58_SAMEA2621085_65	gene_57_SAMEA2621061_122	56.164	73	29	1	1	73	15	84	2.38e-25	86.7
26708	gene_58_contig_155688	gene_60_SAMEA2621061_122	70.386	233	68	1	1	233	1	232	7.42e-129	360.0
26709	gene_58_contig_155688	gene_64_SAMEA2621085_65	68.24	233	73	1	1	233	1	232	5.68e-122	342.0
26710	gene_58_contig_155688	gene_93_contig_154566	66.228	228	76	1	6	233	1	227	8.88e-119	334.0
26711	gene_58_contig_155688	gene_52_SAMEA2621151_40	60.714	224	82	1	8	231	7	224	1.86e-102	293.0
26953	gene_59_SAMEA2619923_17	gene_64_SAMEA2621085_65	55.505	218	96	1	2	219	16	232	1.77e-83	244.0
26954	gene_59_SAMEA2619923_17	gene_60_SAMEA2621061_122	50.459	218	107	1	2	219	16	232	4.11e-80	236.0
27085	gene_59_SAMEA2621151_40	gene_101_contig_154566	54.237	118	31	2	404	511	619	723	1.4e-23	105.0
27263	gene_59_contig_155688	gene_58_SAMEA2621061_122	50.431	464	228	1	1	462	1	464	2.84e-178	504.0
27264	gene_59_contig_155688	gene_53_SAMEA2621151_40	50.0	466	227	3	1	464	1	462	1.71e-172	489.0
27265	gene_59_contig_155688	gene_63_SAMEA2621085_65	50.538	465	226	3	1	464	1	462	1.06e-171	487.0
27474	gene_5_SAMEA2621061_122	gene_92_contig_155688	72.308	65	18	0	6	70	4	68	5.51e-33	104.0
27517	gene_5_contig_154566	gene_68_SAMEA2621151_40	57.143	70	30	0	1	70	24	93	2.35e-26	88.6
27846	gene_60_SAMEA2621061_122	gene_64_SAMEA2621085_65	73.276	232	62	0	1	232	1	232	6.51e-132	367.0
27847	gene_60_SAMEA2621061_122	gene_58_contig_155688	70.386	233	68	1	1	232	1	233	7.42e-129	360.0
27848	gene_60_SAMEA2621061_122	gene_93_contig_154566	70.175	228	68	0	6	233	1	228	1.4e-127	356.0
27849	gene_60_SAMEA2621061_122	gene_52_SAMEA2621151_40	67.699	226	68	1	8	233	7	227	8.03e-115	324.0
27850	gene_60_SAMEA2621061_122	gene_59_SAMEA2619923_17	50.459	218	107	1	16	232	2	219	4.17e-80	236.0
27851	gene_60_SAMEA2621061_122	gene_20_contig_156409	50.0	228	111	2	3	228	2	228	8.7e-75	223.0
27882	gene_60_SAMEA2621085_65	gene_96_contig_154566	55.876	485	212	2	12	496	14	496	0.0	553.0
27883	gene_60_SAMEA2621085_65	gene_61_contig_155688	50.8	500	239	6	3	497	7	504	1.37e-172	492.0
27922	gene_60_SAMEA2621151_40	gene_4_contig_156409	67.91	134	38	1	115	248	131	259	1.4e-43	167.0
28087	gene_60_contig_155688	gene_62_SAMEA2621085_65	58.128	203	82	3	21	220	1	203	7.57e-87	251.0
28088	gene_60_contig_155688	gene_54_SAMEA2621151_40	58.416	202	82	2	21	220	1	202	1.52e-86	251.0
28089	gene_60_contig_155688	gene_55_SAMEA2621061_122	57.576	198	82	2	25	220	1	198	9.92e-82	238.0
28090	gene_60_contig_155688	gene_18_contig_156409	51.244	201	93	2	21	220	1	197	3.61e-76	224.0
28091	gene_60_contig_155688	gene_56_SAMEA2619923_17	53.234	201	87	3	24	220	3	200	1.76e-74	220.0
28092	gene_60_contig_155688	gene_95_contig_154566	50.49	204	97	3	21	220	1	204	3.01e-72	214.0
28295	gene_61_SAMEA2619923_17	gene_91_contig_154566	52.885	104	48	1	3	106	4	106	1.02e-32	114.0
28534	gene_61_contig_155688	gene_96_contig_154566	60.835	503	191	5	5	506	2	499	0.0	619.0
28535	gene_61_contig_155688	gene_60_SAMEA2621085_65	50.8	500	239	6	7	504	3	497	1.8e-167	479.0
28537	gene_61_contig_155688	gene_56_SAMEA2621151_40	50.19	526	220	11	16	504	13	533	1.27e-163	471.0
28538	gene_61_contig_155688	gene_54_SAMEA2621061_122	50.602	498	231	5	11	504	12	498	5.89e-163	468.0
28738	gene_62_SAMEA2621061_122	gene_66_SAMEA2621085_65	57.337	368	152	1	1	368	4	366	9.87e-172	479.0
28739	gene_62_SAMEA2621061_122	gene_51_SAMEA2621151_40	54.521	365	160	2	1	364	1	360	2.08e-159	448.0
28740	gene_62_SAMEA2621061_122	gene_57_contig_155688	54.768	367	159	3	1	366	1	361	4.76e-147	416.0
28742	gene_62_SAMEA2621061_122	gene_92_contig_154566	57.322	239	102	0	126	364	1	239	2.17e-104	303.0
28744	gene_62_SAMEA2621061_122	gene_91_contig_154566	65.455	110	38	0	1	110	1	110	2.05e-50	160.0
28774	gene_62_SAMEA2621085_65	gene_54_SAMEA2621151_40	66.01	203	68	1	1	203	1	202	5.58e-102	289.0
28775	gene_62_SAMEA2621085_65	gene_60_contig_155688	58.128	203	82	3	1	203	21	220	6.96e-87	251.0
28776	gene_62_SAMEA2621085_65	gene_55_SAMEA2621061_122	58.291	199	82	1	5	203	1	198	3.89e-83	241.0
28777	gene_62_SAMEA2621085_65	gene_95_contig_154566	54.634	205	90	3	1	203	1	204	8.34e-76	223.0
28778	gene_62_SAMEA2621085_65	gene_18_contig_156409	52.709	203	90	4	1	203	1	197	3.98e-75	221.0
28779	gene_62_SAMEA2621085_65	gene_56_SAMEA2619923_17	53.171	205	84	5	4	203	3	200	5.27e-72	213.0
28816	gene_62_SAMEA2621151_40	gene_106_contig_154566	64.035	114	41	0	1	114	1	114	3.33e-57	169.0
28817	gene_62_SAMEA2621151_40	gene_52_SAMEA2621085_65	66.957	115	37	1	1	114	1	115	8.54e-57	168.0
28818	gene_62_SAMEA2621151_40	gene_51_SAMEA2621061_122	53.043	115	53	1	1	114	1	115	4.93e-45	138.0
28819	gene_62_SAMEA2621151_40	gene_63_contig_155688	56.731	104	45	0	10	113	1	104	3.42e-42	130.0
29186	gene_63_SAMEA2621085_65	gene_53_SAMEA2621151_40	65.591	465	159	1	1	465	1	464	0.0	660.0
29187	gene_63_SAMEA2621085_65	gene_58_SAMEA2621061_122	60.73	466	178	3	1	462	1	465	0.0	590.0
29188	gene_63_SAMEA2621085_65	gene_59_contig_155688	50.538	465	226	3	1	462	1	464	1.06e-171	487.0
29189	gene_63_SAMEA2621085_65	gene_94_contig_154566	60.668	389	150	3	77	464	1	387	4.32e-170	480.0
29236	gene_63_contig_154566	gene_83_SAMEA2621061_122	74.233	163	42	0	1	163	1	163	1.04e-88	253.0
29237	gene_63_contig_154566	gene_94_SAMEA2621085_65	68.824	170	49	2	1	166	1	170	1.04e-81	235.0
29238	gene_63_contig_154566	gene_24_contig_155688	75.0	140	35	0	25	164	1	140	1.14e-76	221.0
29239	gene_63_contig_154566	gene_82_SAMEA2619923_17	71.831	142	38	1	25	164	1	142	3.68e-74	215.0
29241	gene_63_contig_154566	gene_41_contig_156409	58.47	183	58	3	1	165	1	183	2.55e-72	212.0
29242	gene_63_contig_154566	gene_24_SAMEA2621151_40	57.225	173	65	1	1	164	1	173	8.1e-71	207.0
29369	gene_63_contig_155688	gene_106_contig_154566	53.846	104	48	0	1	104	10	113	4.39e-43	133.0
29370	gene_63_contig_155688	gene_52_SAMEA2621085_65	60.952	105	40	1	1	104	10	114	2.91e-42	130.0
29371	gene_63_contig_155688	gene_62_SAMEA2621151_40	56.731	104	45	0	1	104	10	113	3.15e-42	130.0
29372	gene_63_contig_155688	gene_51_SAMEA2621061_122	50.476	105	51	1	1	104	10	114	3.42e-38	120.0
29530	gene_64_SAMEA2619923_17	gene_87_contig_154566	79.661	59	12	0	1	59	1	59	1.81e-31	100.0
29531	gene_64_SAMEA2619923_17	gene_72_SAMEA2621085_65	72.131	61	17	0	1	61	1	61	2.68e-31	99.8
29532	gene_64_SAMEA2619923_17	gene_48_SAMEA2621151_40	79.661	59	12	0	1	59	6	64	2.91e-31	99.8
29563	gene_64_SAMEA2621061_122	gene_89_contig_154566	50.765	327	142	5	1	317	1	318	1.34e-118	341.0
29596	gene_64_SAMEA2621085_65	gene_93_contig_154566	71.806	227	64	0	6	232	1	227	4.89e-133	370.0
29597	gene_64_SAMEA2621085_65	gene_60_SAMEA2621061_122	73.276	232	62	0	1	232	1	232	6.48e-132	367.0
29598	gene_64_SAMEA2621085_65	gene_58_contig_155688	68.24	233	73	1	1	232	1	233	5.66e-122	342.0
29599	gene_64_SAMEA2621085_65	gene_52_SAMEA2621151_40	65.471	223	72	1	8	230	7	224	1.77e-109	310.0
29600	gene_64_SAMEA2621085_65	gene_59_SAMEA2619923_17	55.505	218	96	1	16	232	2	219	1.79e-83	244.0
29601	gene_64_SAMEA2621085_65	gene_20_contig_156409	50.655	229	110	2	3	229	2	229	3.28e-75	223.0
29646	gene_64_SAMEA2621151_40	gene_1_contig_154566	50.142	4928	2062	109	799	5500	448	5206	0.0	4475.0
29649	gene_64_SAMEA2621151_40	gene_50_SAMEA2621085_65	51.62	1451	616	25	4074	5498	4151	5541	0.0	1433.0
29651	gene_64_SAMEA2621151_40	gene_67_contig_155688	51.362	771	344	15	4741	5500	4822	5572	0.0	717.0
29656	gene_64_SAMEA2621151_40	gene_49_SAMEA2621061_122	50.834	779	340	17	4739	5498	5487	6241	0.0	726.0
29659	gene_64_SAMEA2621151_40	gene_49_SAMEA2621061_122	57.322	239	95	3	1650	1883	1762	1998	1.42e-78	289.0
29667	gene_64_SAMEA2621151_40	gene_50_SAMEA2619923_17	59.292	113	44	1	4895	5005	5337	5449	4.66e-36	148.0
29999	gene_65_SAMEA2621061_122	gene_25_contig_156409	55.0	80	34	1	23	100	48	127	2e-24	86.7
30407	gene_66_SAMEA2621061_122	gene_85_contig_154566	53.366	817	345	10	1	811	2	788	0.0	869.0
30450	gene_66_SAMEA2621085_65	gene_62_SAMEA2621061_122	57.337	368	152	1	4	366	1	368	9.79e-172	479.0
30451	gene_66_SAMEA2621085_65	gene_51_SAMEA2621151_40	55.342	365	162	1	4	367	1	365	1.1e-164	461.0
30452	gene_66_SAMEA2621085_65	gene_57_contig_155688	55.125	361	160	2	4	363	1	360	5.48e-155	436.0
30454	gene_66_SAMEA2621085_65	gene_92_contig_154566	57.261	241	98	1	129	364	1	241	2.39e-103	301.0
30456	gene_66_SAMEA2621085_65	gene_91_contig_154566	62.727	110	41	0	4	113	1	110	6.99e-48	154.0
30636	gene_66_contig_155688	gene_7_SAMEA2621061_122	80.18	111	22	0	2	112	107	217	1.11e-61	184.0
30637	gene_66_contig_155688	gene_40_contig_154566	76.786	112	20	1	7	112	148	259	4.79e-55	168.0
30638	gene_66_contig_155688	gene_98_SAMEA2621151_40	77.273	110	21	2	7	112	29	138	2.54e-54	162.0
30639	gene_66_contig_155688	gene_15_contig_156409	80.952	105	15	1	13	112	2	106	7.41e-54	160.0
30640	gene_66_contig_155688	gene_12_SAMEA2621085_65	85.106	94	14	0	19	112	13	106	1.55e-51	154.0
31018	gene_67_contig_155688	gene_64_SAMEA2621151_40	51.362	771	344	15	4822	5572	4741	5500	0.0	741.0
31020	gene_67_contig_155688	gene_1_contig_154566	51.601	781	340	18	4822	5572	4434	5206	0.0	766.0
31021	gene_67_contig_155688	gene_1_contig_154566	52.316	367	165	6	370	729	1	364	1.12e-99	359.0
31029	gene_67_contig_155688	gene_49_SAMEA2621061_122	55.203	567	223	10	1909	2462	2304	2852	0.0	645.0
31040	gene_67_contig_155688	gene_50_SAMEA2619923_17	50.42	119	54	2	4975	5088	5331	5449	7.99e-30	128.0
31309	gene_68_SAMEA2621151_40	gene_5_contig_154566	57.143	70	30	0	24	93	1	70	3.12e-26	88.6
31571	gene_69_SAMEA2621061_122	gene_83_contig_154566	62.757	341	114	5	1	332	1	337	1.96e-157	440.0
31572	gene_69_SAMEA2621061_122	gene_71_SAMEA2621085_65	51.026	341	135	10	2	332	1	319	1.57e-105	308.0
31573	gene_69_SAMEA2621061_122	gene_44_SAMEA2621151_40	53.659	246	95	5	87	327	2	233	2.58e-90	266.0
31597	gene_69_SAMEA2621085_65	gene_46_SAMEA2621151_40	52.19	799	362	9	17	796	1	798	0.0	847.0
31598	gene_69_SAMEA2621085_65	gene_85_contig_154566	50.251	796	376	7	16	795	1	792	0.0	808.0
31653	gene_69_SAMEA2621151_40	gene_6_contig_154566	62.712	118	44	0	3	120	4	121	5.64e-58	171.0
31654	gene_69_SAMEA2621151_40	gene_45_SAMEA2621061_122	58.333	108	42	2	14	119	5	111	5.64e-47	143.0
31655	gene_69_SAMEA2621151_40	gene_46_SAMEA2621085_65	63.043	92	31	2	31	120	1	91	4.31e-42	130.0
31656	gene_69_SAMEA2621151_40	gene_71_contig_155688	50.575	87	42	1	31	116	1	87	3.91e-30	100.0
31677	gene_69_contig_154566	gene_86_SAMEA2621061_122	51.765	85	41	0	1	85	1	85	1.75e-29	97.4
32049	gene_6_SAMEA2621061_122	gene_91_contig_155688	88.298	94	11	0	7	100	9	102	9.15e-57	168.0
32050	gene_6_SAMEA2621061_122	gene_13_contig_156409	81.25	96	18	0	6	101	1	96	2.09e-53	158.0
32051	gene_6_SAMEA2621061_122	gene_14_SAMEA2621085_65	85.263	95	13	1	8	101	9	103	3.31e-51	153.0
32100	gene_6_contig_154566	gene_69_SAMEA2621151_40	62.712	118	44	0	4	121	3	120	5.69e-58	171.0
32101	gene_6_contig_154566	gene_45_SAMEA2621061_122	50.943	106	51	1	16	120	6	111	1.32e-40	127.0
32102	gene_6_contig_154566	gene_46_SAMEA2621085_65	62.637	91	33	1	32	121	1	91	1.49e-40	126.0
32410	gene_70_SAMEA2621151_40	gene_72_contig_155688	52.439	82	31	2	114	194	55	129	1.29e-20	80.9
32634	gene_70_contig_156409	gene_103_contig_155688	61.538	78	30	0	1	78	1	78	1.59e-31	102.0
32846	gene_71_SAMEA2621085_65	gene_69_SAMEA2621061_122	51.026	341	135	10	1	319	2	332	1.51e-105	308.0
32848	gene_71_SAMEA2621085_65	gene_44_SAMEA2621151_40	56.17	235	100	2	80	314	2	233	1.54e-93	274.0
32892	gene_71_SAMEA2621151_40	gene_43_SAMEA2621061_122	63.077	195	65	2	485	679	587	774	6.48e-75	253.0
33004	gene_71_contig_155688	gene_69_SAMEA2621151_40	50.575	87	42	1	1	87	31	116	2.96e-30	100.0
33056	gene_71_contig_156409	gene_15_SAMEA2619923_17	59.583	240	92	3	1	238	3	239	2.69e-109	311.0
33057	gene_71_contig_156409	gene_95_SAMEA2621151_40	56.846	241	97	3	1	239	1	236	7.06e-104	297.0
33058	gene_71_contig_156409	gene_17_SAMEA2621085_65	54.393	239	104	3	2	238	1	236	1.02e-98	284.0
33059	gene_71_contig_156409	gene_13_SAMEA2621061_122	55.0	240	105	2	1	238	1	239	3.96e-98	282.0
33060	gene_71_contig_156409	gene_102_contig_155688	53.75	240	106	3	1	238	1	237	1.88e-95	275.0
33061	gene_71_contig_156409	gene_34_contig_154566	55.702	228	96	3	13	238	12	236	3.74e-95	275.0
33216	gene_72_SAMEA2621085_65	gene_87_contig_154566	79.661	59	12	0	1	59	1	59	6.45e-33	103.0
33217	gene_72_SAMEA2621085_65	gene_48_SAMEA2621151_40	79.661	59	12	0	1	59	6	64	9.47e-33	103.0
33218	gene_72_SAMEA2621085_65	gene_64_SAMEA2619923_17	72.131	61	17	0	1	61	1	61	2.64e-31	99.8
33261	gene_72_SAMEA2621151_40	gene_9_contig_154566	83.221	149	25	0	1	149	1	149	3.19e-92	260.0
33262	gene_72_SAMEA2621151_40	gene_43_SAMEA2621085_65	75.168	149	37	0	1	149	1	149	8.6e-86	244.0
33263	gene_72_SAMEA2621151_40	gene_42_SAMEA2621061_122	73.826	149	38	1	1	149	1	148	2.63e-80	230.0
33264	gene_72_SAMEA2621151_40	gene_42_SAMEA2619923_17	67.114	149	48	1	1	149	1	148	5.77e-74	214.0
33265	gene_72_SAMEA2621151_40	gene_74_contig_155688	64.43	149	53	0	1	149	1	149	3.02e-72	209.0
33266	gene_72_SAMEA2621151_40	gene_96_contig_156409	57.343	143	61	0	6	148	3	145	2.45e-62	184.0
33356	gene_72_contig_155688	gene_44_SAMEA2621061_122	50.538	93	42	3	57	148	113	202	7.49e-24	88.6
33394	gene_72_contig_156409	gene_15_SAMEA2621061_122	50.417	240	112	3	1	234	39	277	1.23e-82	248.0
33397	gene_72_contig_156409	gene_19_SAMEA2621085_65	50.22	227	104	5	15	234	65	289	2.39e-74	227.0
33398	gene_72_contig_156409	gene_94_SAMEA2621151_40	55.33	197	87	1	11	207	54	249	6.85e-73	223.0
33692	gene_73_contig_155688	gene_43_SAMEA2621061_122	54.0	200	83	3	432	631	584	774	7.56e-64	221.0
33929	gene_74_SAMEA2621151_40	gene_41_SAMEA2621085_65	74.242	528	129	4	1	528	1	521	0.0	811.0
33930	gene_74_SAMEA2621151_40	gene_76_contig_155688	70.189	530	153	3	1	527	1	528	0.0	758.0
33931	gene_74_SAMEA2621151_40	gene_41_SAMEA2619923_17	65.974	529	171	6	1	528	1	521	0.0	717.0
33932	gene_74_SAMEA2621151_40	gene_40_SAMEA2621061_122	67.043	531	164	6	1	528	1	523	0.0	716.0
33933	gene_74_SAMEA2621151_40	gene_11_contig_154566	60.531	565	179	13	1	527	1	559	0.0	640.0
34060	gene_74_contig_155688	gene_72_SAMEA2621151_40	64.43	149	53	0	1	149	1	149	3.02e-72	209.0
34061	gene_74_contig_155688	gene_9_contig_154566	65.101	149	52	0	1	149	1	149	2.39e-71	207.0
34062	gene_74_contig_155688	gene_42_SAMEA2621061_122	65.772	149	50	1	1	149	1	148	9.01e-71	206.0
34063	gene_74_contig_155688	gene_43_SAMEA2621085_65	64.43	149	53	0	1	149	1	149	1.5e-68	200.0
34064	gene_74_contig_155688	gene_42_SAMEA2619923_17	59.732	149	59	1	1	149	1	148	9.19e-65	191.0
34065	gene_74_contig_155688	gene_96_contig_156409	56.643	143	62	0	6	148	3	145	7.52e-58	173.0
34233	gene_75_SAMEA2621151_40	gene_37_SAMEA2621061_122	61.458	96	35	1	1	94	1	96	1.7e-44	135.0
34234	gene_75_SAMEA2621151_40	gene_39_SAMEA2621085_65	53.763	93	41	1	1	91	1	93	6.3e-38	119.0
34235	gene_75_SAMEA2621151_40	gene_12_contig_154566	50.505	99	47	2	1	97	1	99	3.62e-33	107.0
34236	gene_75_SAMEA2621151_40	gene_78_contig_155688	53.571	84	38	1	13	96	1	83	2.59e-32	104.0
34409	gene_75_contig_156409	gene_22_SAMEA2621085_65	51.546	194	92	2	2	194	22	214	1.54e-75	223.0
34674	gene_76_contig_155688	gene_74_SAMEA2621151_40	70.377	530	152	3	1	528	1	527	0.0	773.0
34675	gene_76_contig_155688	gene_41_SAMEA2621085_65	68.868	530	153	5	1	528	1	520	0.0	749.0
34676	gene_76_contig_155688	gene_40_SAMEA2621061_122	69.868	531	148	4	1	528	1	522	0.0	739.0
34677	gene_76_contig_155688	gene_41_SAMEA2619923_17	66.604	533	160	9	1	528	1	520	0.0	706.0
34678	gene_76_contig_155688	gene_11_contig_154566	58.172	569	187	12	1	528	1	559	0.0	628.0
35221	gene_78_SAMEA2621151_40	gene_31_SAMEA2619923_17	75.628	398	86	5	1	391	1	394	0.0	632.0
35222	gene_78_SAMEA2621151_40	gene_35_SAMEA2621085_65	80.102	392	61	5	1	391	1	376	0.0	622.0
35223	gene_78_SAMEA2621151_40	gene_33_SAMEA2621061_122	77.806	392	82	3	1	391	1	388	0.0	620.0
35224	gene_78_SAMEA2621151_40	gene_17_contig_154566	77.551	392	72	5	1	391	1	377	0.0	610.0
35225	gene_78_SAMEA2621151_40	gene_83_contig_155688	76.215	391	68	4	1	391	1	366	0.0	599.0
35226	gene_78_SAMEA2621151_40	gene_88_contig_156409	68.02	394	110	6	1	391	1	381	0.0	558.0
35427	gene_78_contig_155688	gene_37_SAMEA2621061_122	59.756	82	30	1	1	79	13	94	2.09e-33	107.0
35428	gene_78_contig_155688	gene_75_SAMEA2621151_40	53.571	84	38	1	1	83	13	96	2.25e-32	104.0
35429	gene_78_contig_155688	gene_12_contig_154566	65.079	63	22	0	21	83	36	98	2.56e-30	99.4
35430	gene_78_contig_155688	gene_39_SAMEA2621085_65	51.22	82	37	1	1	79	13	94	2.44e-28	94.4
35638	gene_79_SAMEA2621151_40	gene_32_SAMEA2621061_122	65.198	454	144	10	17	464	13	458	0.0	553.0
35639	gene_79_SAMEA2621151_40	gene_18_contig_154566	64.301	465	152	9	8	464	1	459	0.0	531.0
35640	gene_79_SAMEA2621151_40	gene_34_SAMEA2621085_65	63.203	462	154	6	12	464	11	465	0.0	518.0
35641	gene_79_SAMEA2621151_40	gene_84_contig_155688	58.134	461	159	10	19	464	15	456	1.54e-172	489.0
35642	gene_79_SAMEA2621151_40	gene_30_SAMEA2619923_17	56.36	456	181	8	15	465	17	459	1.57e-165	471.0
35643	gene_79_SAMEA2621151_40	gene_87_contig_156409	50.107	469	212	8	12	465	9	470	1.2e-145	421.0
35988	gene_7_SAMEA2621061_122	gene_98_SAMEA2621151_40	80.488	123	18	2	99	217	18	138	7.17e-63	188.0
35989	gene_7_SAMEA2621061_122	gene_66_contig_155688	80.18	111	22	0	107	217	2	112	2.16e-61	184.0
35990	gene_7_SAMEA2621061_122	gene_40_contig_154566	82.143	112	14	1	112	217	148	259	2.11e-58	181.0
35991	gene_7_SAMEA2621061_122	gene_15_contig_156409	88.298	94	11	0	124	217	13	106	5.07e-53	162.0
35992	gene_7_SAMEA2621061_122	gene_12_SAMEA2621085_65	87.234	94	12	0	124	217	13	106	1.28e-52	161.0
36059	gene_7_contig_154566	gene_72_contig_155688	50.515	97	41	3	97	190	51	143	1.31e-24	90.9
36384	gene_80_SAMEA2621151_40	gene_33_SAMEA2621085_65	53.181	393	170	6	1432	1815	1357	1744	3.15e-118	409.0
36555	gene_80_contig_156409	gene_94_contig_155688	51.992	477	217	4	1	466	1	476	0.0	513.0
36556	gene_80_contig_156409	gene_23_SAMEA2621061_122	51.907	472	215	4	4	464	7	477	0.0	512.0
36557	gene_80_contig_156409	gene_23_SAMEA2619923_17	50.538	465	218	4	5	458	7	470	1.63e-180	510.0
36558	gene_80_contig_156409	gene_86_SAMEA2621151_40	50.526	475	223	4	1	464	3	476	6.89e-174	493.0
36683	gene_81_SAMEA2621085_65	gene_34_SAMEA2621151_40	61.333	225	82	2	2	225	24	244	3.41e-83	244.0
36684	gene_81_SAMEA2621085_65	gene_16_contig_155688	54.46	213	80	6	18	225	7	207	5.31e-69	207.0
36720	gene_81_SAMEA2621151_40	gene_32_SAMEA2621085_65	54.902	204	55	2	2	168	3	206	3.86e-67	199.0
36828	gene_81_contig_155688	gene_33_SAMEA2619923_17	58.696	92	37	1	13	104	3	93	1.6e-32	107.0
36957	gene_82_SAMEA2619923_17	gene_24_contig_155688	75.342	146	34	1	1	146	1	144	4.75e-79	226.0
36958	gene_82_SAMEA2619923_17	gene_83_SAMEA2621061_122	77.305	141	30	1	1	141	25	163	2.41e-78	226.0
36959	gene_82_SAMEA2619923_17	gene_63_contig_154566	71.831	142	38	1	1	142	25	164	3.24e-74	215.0
36960	gene_82_SAMEA2619923_17	gene_24_SAMEA2621151_40	57.419	155	55	2	1	146	25	177	1.18e-61	184.0
36961	gene_82_SAMEA2619923_17	gene_94_SAMEA2621085_65	62.069	145	51	2	1	142	25	168	1.57e-60	181.0
36962	gene_82_SAMEA2619923_17	gene_41_contig_156409	58.385	161	47	4	1	143	25	183	6.31e-60	180.0
37066	gene_82_SAMEA2621151_40	gene_29_SAMEA2621061_122	52.632	114	50	2	1	111	1	113	6.39e-37	117.0
37068	gene_82_SAMEA2621151_40	gene_87_contig_155688	51.402	107	50	2	4	109	3	108	4.37e-31	103.0
37213	gene_82_contig_156409	gene_25_SAMEA2619923_17	58.615	592	226	3	4	594	3	576	0.0	725.0
37214	gene_82_contig_156409	gene_29_SAMEA2621085_65	57.262	599	234	7	1	595	1	581	0.0	694.0
37215	gene_82_contig_156409	gene_23_contig_154566	56.616	597	233	9	1	594	1	574	0.0	683.0
37216	gene_82_contig_156409	gene_27_SAMEA2621061_122	55.518	598	217	7	3	568	4	584	0.0	678.0
37217	gene_82_contig_156409	gene_84_SAMEA2621151_40	60.326	552	187	10	30	578	1	523	0.0	677.0
37218	gene_82_contig_156409	gene_89_contig_155688	55.519	607	246	8	4	603	3	592	0.0	672.0
37327	gene_83_SAMEA2619923_17	gene_102_SAMEA2621061_122	51.553	161	76	2	487	647	18	176	1.51e-53	178.0
37371	gene_83_SAMEA2621061_122	gene_63_contig_154566	74.233	163	42	0	1	163	1	163	1.14e-88	253.0
37372	gene_83_SAMEA2621061_122	gene_82_SAMEA2619923_17	77.305	141	30	1	25	163	1	141	2.99e-78	226.0
37373	gene_83_SAMEA2621061_122	gene_24_contig_155688	76.259	139	33	0	25	163	1	139	6.08e-78	225.0
37375	gene_83_SAMEA2621061_122	gene_24_SAMEA2621151_40	58.721	172	62	1	1	163	1	172	2.59e-73	215.0
37376	gene_83_SAMEA2621061_122	gene_41_contig_156409	58.289	187	58	4	1	167	1	187	1.85e-70	208.0
37378	gene_83_SAMEA2621061_122	gene_94_SAMEA2621085_65	61.078	167	61	2	1	163	1	167	1.33e-67	200.0
37459	gene_83_contig_154566	gene_69_SAMEA2621061_122	62.757	341	114	5	1	337	1	332	1.99e-157	440.0
37462	gene_83_contig_154566	gene_44_SAMEA2621151_40	55.372	242	88	6	97	332	6	233	2.73e-89	264.0
37543	gene_83_contig_155688	gene_31_SAMEA2619923_17	75.635	394	68	2	1	366	1	394	0.0	630.0
37544	gene_83_contig_155688	gene_35_SAMEA2621085_65	81.915	376	58	3	1	366	1	376	0.0	623.0
37545	gene_83_contig_155688	gene_78_SAMEA2621151_40	76.215	391	68	4	1	366	1	391	0.0	619.0
37546	gene_83_contig_155688	gene_17_contig_154566	80.637	377	62	3	1	366	1	377	0.0	613.0
37547	gene_83_contig_155688	gene_33_SAMEA2621061_122	75.773	388	72	3	1	366	1	388	0.0	597.0
37548	gene_83_contig_155688	gene_88_contig_156409	71.916	381	92	4	1	366	1	381	0.0	570.0
37653	gene_84_SAMEA2621061_122	gene_15_contig_155688	63.291	79	26	2	1	79	1	76	5.81e-31	100.0
37655	gene_84_SAMEA2621061_122	gene_85_SAMEA2619923_17	58.462	65	25	1	11	75	4	66	1.52e-23	81.3
37691	gene_84_SAMEA2621151_40	gene_27_SAMEA2621061_122	72.535	568	129	4	1	545	31	594	0.0	852.0
37692	gene_84_SAMEA2621151_40	gene_29_SAMEA2621085_65	73.118	558	136	3	1	545	30	586	0.0	840.0
